analysis	group	n	value	note
EDIT_DISTANCE_1	INS_k_RIGHT_4	208	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_k_RIGHT_5	99	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_k_RIGHT_6	49	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_k_RIGHT_7	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_k_RIGHT_8	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_k_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_0	260	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_1	117	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_2	130	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_3	114	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_4	169	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_5	154	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_6	66	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_7	20	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_8	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_l_RIGHT_9	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_m_RIGHT_0	92	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_m_RIGHT_1	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_m_RIGHT_2	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_n_RIGHT_0	44	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_n_RIGHT_1	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_n_RIGHT_2	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_n_RIGHT_3	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_n_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_0	136	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_1	256	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_10	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_2	295	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_3	278	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_4	311	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_5	312	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_6	180	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_7	71	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_8	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_o_RIGHT_9	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_0	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_1	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_2	41	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_3	58	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_4	96	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_5	74	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_6	62	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_7	25	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_8	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_p_RIGHT_9	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_1	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_10	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_2	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_3	27	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_4	83	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_5	103	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_6	141	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_7	78	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_8	34	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_q_RIGHT_9	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_r_RIGHT_0	215	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_r_RIGHT_1	36	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_r_RIGHT_2	48	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_r_RIGHT_3	43	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_r_RIGHT_4	56	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_r_RIGHT_5	29	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_r_RIGHT_6	18	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_r_RIGHT_7	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_r_RIGHT_8	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_0	226	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_1	72	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_2	63	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_3	63	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_4	86	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_5	59	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_6	38	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_7	25	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_8	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_s_RIGHT_9	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_0	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_1	51	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_2	106	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_3	152	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_4	165	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_5	111	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_6	57	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_7	19	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_8	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_t_RIGHT_9	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_u_RIGHT_0	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_v_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_v_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_x_RIGHT_0	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_x_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_x_RIGHT_2	10	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_x_RIGHT_3	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_x_RIGHT_4	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_x_RIGHT_6	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_0	636	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_1	39	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_2	49	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_3	70	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_4	111	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_5	118	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_6	73	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_7	29	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_8	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_y_RIGHT_9	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_z_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_z_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_z_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	INS_z_RIGHT_5	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_b_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_c_RIGHT_0	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_c_RIGHT_1	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_c_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_c_RIGHT_3	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_c_RIGHT_5	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_c_RIGHT_6	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_d_RIGHT_0	17	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_d_RIGHT_1	27	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_d_RIGHT_2	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_d_RIGHT_3	11	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_d_RIGHT_4	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_d_RIGHT_5	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_d_RIGHT_6	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_e_RIGHT_0	15	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_e_RIGHT_1	41	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_e_RIGHT_2	21	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_e_RIGHT_3	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_e_RIGHT_4	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_e_RIGHT_5	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_f_RIGHT_0	4	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_f_RIGHT_6	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_g_RIGHT_0	8	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_g_RIGHT_1	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_g_RIGHT_3	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_h_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_h_RIGHT_1	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_h_RIGHT_2	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_h_RIGHT_3	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_h_RIGHT_5	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_i_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_i_RIGHT_1	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_i_RIGHT_2	22	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_i_RIGHT_3	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_k_RIGHT_0	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_k_RIGHT_1	9	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_k_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_k_RIGHT_3	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_k_RIGHT_6	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_l_RIGHT_0	16	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_l_RIGHT_1	13	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_l_RIGHT_2	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_l_RIGHT_3	12	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_l_RIGHT_4	7	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_l_RIGHT_5	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_l_RIGHT_6	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_m_RIGHT_0	6	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_n_RIGHT_0	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_o_RIGHT_0	30	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_o_RIGHT_1	380	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_o_RIGHT_2	88	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_o_RIGHT_3	130	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_o_RIGHT_4	68	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_o_RIGHT_5	64	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_o_RIGHT_6	33	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_p_RIGHT_0	5	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_p_RIGHT_1	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_p_RIGHT_2	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_p_RIGHT_3	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_p_RIGHT_4	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_p_RIGHT_6	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_q_RIGHT_0	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_q_RIGHT_1	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_q_RIGHT_3	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_q_RIGHT_4	3	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_q_RIGHT_5	2	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_q_RIGHT_6	1	1	exact positional arithmetic consistency; representation-induced
EDIT_DISTANCE_1	SUB_a_TO_r_RIGHT_0	10	1	exact positional arithmetic consistency; representation-induced
