context_AB	continuation_C	count_ABC	count_AB	p_C_given_AB	count_BC	count_B_as_predecessor	p_C_given_B	probability_difference	observed_status
chekal okody	eeedy	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
chekal otar	shos	1	1	1	1	146	0.006849315068	0.9931506849	OBSERVED
chekal shedy	qokedar	1	1	1	2	412	0.004854368932	0.9951456311	OBSERVED
chekar alteol	oltar	1	1	1	1	1	1	0	OBSERVED
chekar chdain	chdaiin	1	1	1	1	8	0.125	0.875	OBSERVED
chekar cheky	shek	1	1	1	1	59	0.01694915254	0.9830508475	OBSERVED
chekar okaiin	okaiin	1	1	1	6	198	0.0303030303	0.9696969697	OBSERVED
chekar okar	choly	1	1	1	1	132	0.007575757576	0.9924242424	OBSERVED
chekar oldy	qokain	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
chekar olkaiin	olkeody	1	1	1	1	29	0.03448275862	0.9655172414	OBSERVED
chekar orshedy	saiin	1	1	1	1	1	1	0	OBSERVED
chekar otol	chedy	1	1	1	5	75	0.06666666667	0.9333333333	OBSERVED
chekar qokeeodaiin	okeyty	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
chekchdy qokar	chcthy	1	1	1	2	155	0.01290322581	0.9870967742	OBSERVED
chekcheey dy	keody	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
chekchey qokod	sho	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
chekchoy ckhy	okol	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
chekchy chckhy	okal	1	1	1	3	129	0.02325581395	0.976744186	OBSERVED
chekchy dair	chparam	1	1	1	1	105	0.009523809524	0.9904761905	OBSERVED
chekchy dkeeeg	cheekey	1	1	1	1	1	1	0	OBSERVED
chekchy olshedy	qokeedy	1	1	1	2	19	0.1052631579	0.8947368421	OBSERVED
chekchy shed	ykesho	1	1	1	1	17	0.05882352941	0.9411764706	OBSERVED
chekeal oteosaiin	chekey	1	1	1	1	1	1	0	OBSERVED
chekedy chedy	chckheody	1	1	1	1	472	0.002118644068	0.9978813559	OBSERVED
chekedy daiin	odam	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
chekedy qodar	ag	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
chekedy qokedy	otedy	1	1	1	7	266	0.02631578947	0.9736842105	OBSERVED
chekedy ytey	chkeeod	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
chekeedy oteed	keedy	1	1	1	1	8	0.125	0.875	OBSERVED
chekeek checkhy	ol	1	1	1	1	47	0.02127659574	0.9787234043	OBSERVED
chekeey chedy	chckhy	1	1	1	4	472	0.008474576271	0.9915254237	OBSERVED
chekeey chol	cholody	1	1	1	2	392	0.005102040816	0.9948979592	OBSERVED
chekeey dal	chey	1	1	1	2	193	0.0103626943	0.9896373057	OBSERVED
chekeey ot	dol	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
chekeey s	ar	1	1	1	20	311	0.06430868167	0.9356913183	OBSERVED
chekeoar chokey	dar	1	1	1	1	5	0.2	0.8	OBSERVED
chekeody qokeey	dyky	1	1	1	1	296	0.003378378378	0.9966216216	OBSERVED
chekeol kol	otos	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
chekeos chody	kotody	1	1	1	1	82	0.01219512195	0.987804878	OBSERVED
chekey chetey	oll	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
chekey okeolol	chees	1	1	1	1	2	0.5	0.5	OBSERVED
chekey or	al	1	1	1	8	375	0.02133333333	0.9786666667	OBSERVED
chekey qokain	chcthy	1	1	1	4	269	0.01486988848	0.9851301115	OBSERVED
chekey s	aiin	1	1	1	60	311	0.192926045	0.807073955	OBSERVED
chekhy daiin	she	1	1	1	2	719	0.002781641168	0.9972183588	OBSERVED
chekl ol	daiin	1	1	1	9	521	0.01727447217	0.9827255278	OBSERVED
chekody dar	qokol	1	1	1	1	277	0.003610108303	0.9963898917	OBSERVED
chekol cheey	okchar	1	1	1	1	178	0.005617977528	0.9943820225	OBSERVED
chekol daiin	cheo	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
chekoy oteo	ykeey	1	1	1	1	17	0.05882352941	0.9411764706	OBSERVED
cheky 243	cho	1	1	1	1	1	1	0	OBSERVED
cheky cheo	dor	1	1	1	1	79	0.01265822785	0.9873417722	OBSERVED
cheky cheol	cheockhy	1	1	1	1	166	0.006024096386	0.9939759036	OBSERVED
cheky chety	kody	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
cheky choal	chedy	1	1	1	1	1	1	0	OBSERVED
cheky chochy	daiin	1	1	1	2	5	0.4	0.6	OBSERVED
cheky chokain	char	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
cheky chokal	otar	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
cheky chol	daiin	1	2	0.5	33	392	0.08418367347	0.4158163265	OBSERVED
cheky chol	okaiin	1	2	0.5	2	392	0.005102040816	0.4948979592	OBSERVED
cheky chotshy	okeeody	1	1	1	1	2	0.5	0.5	OBSERVED
cheky cthdaly	otchedy	1	1	1	1	1	1	0	OBSERVED
cheky daiin	dain	1	2	0.5	9	719	0.01251738526	0.4874826147	OBSERVED
cheky daiin	dar	1	2	0.5	7	719	0.009735744089	0.4902642559	OBSERVED
cheky dal	chekal	1	1	1	2	193	0.0103626943	0.9896373057	OBSERVED
cheky daly	daiin	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
cheky dar	chckhy	1	1	1	2	277	0.007220216606	0.9927797834	OBSERVED
cheky dol	chedy	1	1	1	1	103	0.009708737864	0.9902912621	OBSERVED
cheky fas	aiir	1	1	1	1	1	1	0	OBSERVED
cheky kar	odaiin	1	1	1	1	56	0.01785714286	0.9821428571	OBSERVED
cheky lkedy	qotedy	1	1	1	2	25	0.08	0.92	OBSERVED
cheky lteey	lolom	1	1	1	1	2	0.5	0.5	OBSERVED
cheky o	aiin	1	1	1	7	207	0.03381642512	0.9661835749	OBSERVED
cheky okal	y	1	1	1	3	137	0.02189781022	0.9781021898	OBSERVED
cheky okaldy	qokaldy	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
cheky okechy	qokain	1	1	1	1	4	0.25	0.75	OBSERVED
cheky okeeol	okain	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
cheky ol	shedy	1	1	1	24	521	0.04606525912	0.9539347409	OBSERVED
cheky olchdaiin	or	1	1	1	1	2	0.5	0.5	OBSERVED
cheky olkeechy	sl	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
cheky oly	loldy	1	1	1	1	20	0.05	0.95	OBSERVED
cheky otaiin	olor	1	1	1	1	142	0.007042253521	0.9929577465	OBSERVED
cheky otchdor	or	1	1	1	1	1	1	0	OBSERVED
cheky otees	oteydy	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
cheky otshaiin	daiiry	1	1	1	1	1	1	0	OBSERVED
cheky qokain	otecheedy	1	1	1	1	269	0.003717472119	0.9962825279	OBSERVED
cheky qokal	dain	1	1	1	3	182	0.01648351648	0.9835164835	OBSERVED
cheky qokedy	shedy	1	2	0.5	9	266	0.03383458647	0.4661654135	OBSERVED
cheky qokedy	shekshey	1	2	0.5	1	266	0.003759398496	0.4962406015	OBSERVED
cheky qokeeodar	checthdy	1	1	1	1	1	1	0	OBSERVED
cheky qokshdy	qokaiin	1	1	1	1	4	0.25	0.75	OBSERVED
cheky qoteey	otar	1	1	1	1	42	0.02380952381	0.9761904762	OBSERVED
cheky rar	chedy	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
cheky sain	chedy	1	1	1	1	57	0.01754385965	0.9824561404	OBSERVED
cheky shckhedy	chal	1	1	1	1	4	0.25	0.75	OBSERVED
cheky shcthy	dalalshedy	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
cheky shek	cholchedy	1	1	1	1	10	0.1	0.9	OBSERVED
cheky ykos	yakeg	1	1	1	1	1	1	0	OBSERVED
chelal qokaiin	okain	1	1	1	5	253	0.01976284585	0.9802371542	OBSERVED
cheo aiin	qotaiin	1	1	1	1	469	0.002132196162	0.9978678038	OBSERVED
cheo aiir	al	1	1	1	3	29	0.1034482759	0.8965517241	OBSERVED
cheo ain	o	1	1	1	2	104	0.01923076923	0.9807692308	OBSERVED
cheo al	otedy	1	3	0.3333333333	1	233	0.004291845494	0.3290414878	OBSERVED
cheo al	oteeoky	1	3	0.3333333333	1	233	0.004291845494	0.3290414878	OBSERVED
cheo al	taiin	1	3	0.3333333333	2	233	0.008583690987	0.3247496423	OBSERVED
cheo cheeor	odaidy	1	1	1	1	16	0.0625	0.9375	OBSERVED
cheo cheey	oteeos	1	1	1	1	178	0.005617977528	0.9943820225	OBSERVED
cheo chkain	cho	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
cheo chor	choteey	1	1	1	1	205	0.00487804878	0.9951219512	OBSERVED
cheo chos	al	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
cheo ckhdy	qotchdy	1	1	1	1	4	0.25	0.75	OBSERVED
cheo ckhey	qkhody	1	1	1	1	25	0.04	0.96	OBSERVED
cheo ckhor	qopchedy	1	1	1	1	8	0.125	0.875	OBSERVED
cheo ckhy	chockhy	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
cheo cthedy	qotchedy	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
cheo ctheey	qokeeo	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
cheo daidy	dchy	1	1	1	1	1	1	0	OBSERVED
cheo daiin	chkam	1	3	0.3333333333	1	719	0.001390820584	0.3319425127	OBSERVED
cheo daiin	dol	1	3	0.3333333333	4	719	0.005563282337	0.327770051	OBSERVED
cheo daiin	ypcheg	1	3	0.3333333333	1	719	0.001390820584	0.3319425127	OBSERVED
cheo dain	sheet	1	1	1	1	187	0.005347593583	0.9946524064	OBSERVED
cheo dair	chekar	1	1	1	1	105	0.009523809524	0.9904761905	OBSERVED
cheo dais	qoeeo	1	1	1	1	1	1	0	OBSERVED
cheo dal	chedy	1	2	0.5	4	193	0.0207253886	0.4792746114	OBSERVED
cheo dal	qoaiis	1	2	0.5	1	193	0.00518134715	0.4948186528	OBSERVED
cheo dalaiin	chockhedy	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
cheo eky	okey	1	1	1	1	2	0.5	0.5	OBSERVED
cheo kaiin	chey	1	1	1	4	75	0.05333333333	0.9466666667	OBSERVED
cheo kcheey	qokeey	1	1	1	1	4	0.25	0.75	OBSERVED
cheo kcho	daiin	1	1	1	1	8	0.125	0.875	OBSERVED
cheo kchol	chol	1	1	1	3	25	0.12	0.88	OBSERVED
cheo kchy	shody	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
cheo keeo	llchs	1	1	1	1	10	0.1	0.9	OBSERVED
cheo keodal	chol	1	1	1	1	1	1	0	OBSERVED
cheo kol	ches	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
cheo ky	okaiir	1	1	1	1	30	0.03333333333	0.9666666667	OBSERVED
cheo l	aiin	1	2	0.5	1	185	0.005405405405	0.4945945946	OBSERVED
cheo l	oteeey	1	2	0.5	1	185	0.005405405405	0.4945945946	OBSERVED
cheo lchdaiin	osaiin	1	1	1	1	2	0.5	0.5	OBSERVED
cheo lcho	l	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
cheo lkaiin	cheetar	1	1	1	1	45	0.02222222222	0.9777777778	OBSERVED
cheo lkain	cheeos	1	2	0.5	1	31	0.03225806452	0.4677419355	OBSERVED
cheo lkain	cheey	1	2	0.5	2	31	0.06451612903	0.435483871	OBSERVED
cheo lkeedy	chearaiin	1	1	1	1	34	0.02941176471	0.9705882353	OBSERVED
cheo lkeodain	chcthed	1	1	1	1	1	1	0	OBSERVED
cheo loiiin	doigom	1	1	1	1	2	0.5	0.5	OBSERVED
cheo lol	aiin	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
cheo lor	otal	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
cheo los	ckheody	1	1	1	1	5	0.2	0.8	OBSERVED
cheo o	231	1	1	1	1	207	0.004830917874	0.9951690821	OBSERVED
cheo oaram	ockhy	1	1	1	1	1	1	0	OBSERVED
cheo or	aiin	1	1	1	57	375	0.152	0.848	OBSERVED
cheo otcheody	lkchedy	1	1	1	1	2	0.5	0.5	OBSERVED
cheo otor	oteol	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
cheo pchdal	qoeedy	1	1	1	1	1	1	0	OBSERVED
cheo pchedy	qotedy	1	1	1	1	35	0.02857142857	0.9714285714	OBSERVED
cheo pchor	otaiin	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
cheo qotecheor	cthodaim	1	1	1	1	1	1	0	OBSERVED
cheo r	ain	1	6	0.1666666667	13	161	0.08074534161	0.08592132505	OBSERVED
cheo r	ar	1	6	0.1666666667	6	161	0.03726708075	0.1293995859	OBSERVED
cheo r	cheody	1	6	0.1666666667	1	161	0.006211180124	0.1604554865	OBSERVED
cheo r	cheokeey	1	6	0.1666666667	1	161	0.006211180124	0.1604554865	OBSERVED
cheo r	cheol	1	6	0.1666666667	1	161	0.006211180124	0.1604554865	OBSERVED
cheo r	chepcheol	1	6	0.1666666667	1	161	0.006211180124	0.1604554865	OBSERVED
cheo ral	cheey	1	1	1	2	12	0.1666666667	0.8333333333	OBSERVED
cheo rchol	qoteor	1	1	1	1	1	1	0	OBSERVED
cheo ro	sokeey	1	1	1	1	5	0.2	0.8	OBSERVED
cheo rol	aiin	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
cheo sal	ar	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
cheo teody	qokeol	1	1	1	1	10	0.1	0.9	OBSERVED
cheo y	oteey	1	1	1	1	281	0.003558718861	0.9964412811	OBSERVED
cheo ypchedy	kairodl	1	1	1	1	11	0.09090909091	0.9090909091	OBSERVED
cheoaiin chal	olkaiin	1	1	1	1	42	0.02380952381	0.9761904762	OBSERVED
cheoaiin chetaiin	sheeodain	1	1	1	1	2	0.5	0.5	OBSERVED
cheoal sheedo	l	1	1	1	1	1	1	0	OBSERVED
cheoar cheeky	oldy	1	1	1	1	24	0.04166666667	0.9583333333	OBSERVED
cheoar chy	kcheeor	1	1	1	1	154	0.006493506494	0.9935064935	OBSERVED
cheoar qokaiin	chekal	1	1	1	1	253	0.00395256917	0.9960474308	OBSERVED
cheoarkeeol qokeey	lkchey	1	1	1	1	296	0.003378378378	0.9966216216	OBSERVED
cheockay otyd	os	1	1	1	1	1	1	0	OBSERVED
cheockey otolopaiin	shaldy	1	1	1	1	1	1	0	OBSERVED
cheockhedchy chodal	cheoda	1	1	1	1	5	0.2	0.8	OBSERVED
cheockhey olaly	taldar	1	1	1	1	1	1	0	OBSERVED
cheockhey oteochedy	okechdar	1	1	1	1	1	1	0	OBSERVED
cheockhy ar	k	1	1	1	1	379	0.002638522427	0.9973614776	OBSERVED
cheockhy chain	qokain	1	1	1	2	18	0.1111111111	0.8888888889	OBSERVED
cheockhy okey	cthy	1	1	1	1	60	0.01666666667	0.9833333333	OBSERVED
cheockhy olkeey	qotain	1	1	1	1	38	0.02631578947	0.9736842105	OBSERVED
cheockhy olsheey	qoekaiin	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
cheockhy shocthhy	daiin	1	1	1	1	2	0.5	0.5	OBSERVED
cheocphey dal	darolg	1	1	1	1	193	0.00518134715	0.9948186528	OBSERVED
cheocphey or	ain	1	1	1	12	375	0.032	0.968	OBSERVED
cheocphey oteeos	ees	1	1	1	1	14	0.07142857143	0.9285714286	OBSERVED
cheocphy s	sheyr	1	1	1	1	311	0.003215434084	0.9967845659	OBSERVED
cheocthedy qoted	qotedol	1	1	1	1	4	0.25	0.75	OBSERVED
cheocthey olor	otedy	1	1	1	1	23	0.04347826087	0.9565217391	OBSERVED
cheocthy chdy	qotor	1	1	1	1	127	0.007874015748	0.9921259843	OBSERVED
cheocthy cheody	qoteeody	1	1	1	1	78	0.01282051282	0.9871794872	OBSERVED
cheocthy dolkeedy	qotaiin	1	1	1	1	1	1	0	OBSERVED
cheocthy oksheo	dol	1	1	1	1	1	1	0	OBSERVED
cheod or	aiiroekey	1	1	1	1	375	0.002666666667	0.9973333333	OBSERVED
cheod qokeody	cheol	1	1	1	1	32	0.03125	0.96875	OBSERVED
cheoda chol	al	1	1	1	1	392	0.002551020408	0.9974489796	OBSERVED
cheodaiiin qokar	otaiin	1	1	1	1	155	0.006451612903	0.9935483871	OBSERVED
cheodaiin aky	le	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
cheodaiin chedal	air	1	1	1	1	25	0.04	0.96	OBSERVED
cheodaiin cheekain	dam	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
cheodaiin chekeey	s	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
cheodaiin cheody	ram	1	1	1	1	78	0.01282051282	0.9871794872	OBSERVED
cheodaiin daiin	do	1	1	1	1	719	0.001390820584	0.9986091794	OBSERVED
cheodaiin ol	dy	1	1	1	2	521	0.003838771593	0.9961612284	OBSERVED
cheodaiin oty	daiin	1	1	1	4	90	0.04444444444	0.9555555556	OBSERVED
cheodaiin sheey	ytcheey	1	1	1	1	144	0.006944444444	0.9930555556	OBSERVED
cheodaiir cheekchey	chkeody	1	1	1	1	1	1	0	OBSERVED
cheodain chcthy	tchedy	1	1	1	1	74	0.01351351351	0.9864864865	OBSERVED
cheodain cheey	qotchedy	1	1	1	1	178	0.005617977528	0.9943820225	OBSERVED
cheodain chey	tchar	1	1	1	2	333	0.006006006006	0.993993994	OBSERVED
cheodain daiin	chodaiin	1	1	1	2	719	0.002781641168	0.9972183588	OBSERVED
cheodain qokar	alchd	1	2	0.5	1	155	0.006451612903	0.4935483871	OBSERVED
cheodain qokar	otain	1	2	0.5	1	155	0.006451612903	0.4935483871	OBSERVED
cheodain ykched	sar	1	1	1	1	1	1	0	OBSERVED
cheodal ctheody	qoty	1	1	1	1	5	0.2	0.8	OBSERVED
cheodal daiin	chy	1	1	1	6	719	0.008344923505	0.9916550765	OBSERVED
cheodal dair	cholkeedy	1	1	1	1	105	0.009523809524	0.9904761905	OBSERVED
cheodal okeo	r	1	1	1	3	19	0.1578947368	0.8421052632	OBSERVED
cheodal qoaiin	okar	1	1	1	1	22	0.04545454545	0.9545454545	OBSERVED
cheodal qochedy	qokaiin	1	1	1	1	1	1	0	OBSERVED
cheodar cheey	qokedy	1	1	1	1	178	0.005617977528	0.9943820225	OBSERVED
cheodar oksho	chody	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
cheodar s	aiin	1	2	0.5	60	311	0.192926045	0.307073955	OBSERVED
cheodar s	ody	1	2	0.5	1	311	0.003215434084	0.4967845659	OBSERVED
cheodchy qotecir	okedy	1	1	1	1	1	1	0	OBSERVED
cheodeeey qoeeody	qodaiin	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
cheodeey keedeedy	daiiin	1	1	1	1	1	1	0	OBSERVED
cheodkedy chedy	decthdy	1	1	1	1	472	0.002118644068	0.9978813559	OBSERVED
cheodl cphaiin	daiin	1	1	1	1	5	0.2	0.8	OBSERVED
cheodor ckheokey	chcthody	1	1	1	1	1	1	0	OBSERVED
cheodor sor	airam	1	1	1	1	49	0.02040816327	0.9795918367	OBSERVED
cheody airoy	olam	1	1	1	1	1	1	0	OBSERVED
cheody ar	sheo	1	1	1	1	379	0.002638522427	0.9973614776	OBSERVED
cheody chal	chaiin	1	1	1	1	42	0.02380952381	0.9761904762	OBSERVED
cheody cheal	yetey	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
cheody chedy	oteodaiin	1	1	1	1	472	0.002118644068	0.9978813559	OBSERVED
cheody cheeekan	ar	1	1	1	1	1	1	0	OBSERVED
cheody cheeody	cheekeody	1	1	1	1	13	0.07692307692	0.9230769231	OBSERVED
cheody cheey	oteo	1	1	1	1	178	0.005617977528	0.9943820225	OBSERVED
cheody cheodain	daiin	1	1	1	1	7	0.1428571429	0.8571428571	OBSERVED
cheody chocthey	oteody	1	1	1	1	4	0.25	0.75	OBSERVED
cheody ckhy	cheeey	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
cheody dainaldy	al	1	1	1	1	1	1	0	OBSERVED
cheody dair	aly	1	1	1	2	105	0.01904761905	0.980952381	OBSERVED
cheody kcheol	daiin	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
cheody kechodshey	qotedy	1	1	1	1	1	1	0	OBSERVED
cheody keeyfar	al	1	1	1	1	1	1	0	OBSERVED
cheody laiiin	chekol	1	1	1	1	2	0.5	0.5	OBSERVED
cheody ldain	dal	1	1	1	1	2	0.5	0.5	OBSERVED
cheody llsan	arorochees	1	1	1	1	1	1	0	OBSERVED
cheody lor	aiin	1	1	1	5	33	0.1515151515	0.8484848485	OBSERVED
cheody oaiir	ain	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
cheody oeey	qokeeody	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
cheody okaiin	odor	1	2	0.5	1	198	0.005050505051	0.4949494949	OBSERVED
cheody okaiin	okaiin	1	2	0.5	6	198	0.0303030303	0.4696969697	OBSERVED
cheody okchoteees	oteeody	1	1	1	1	1	1	0	OBSERVED
cheody okeeody	qodam	1	1	1	1	15	0.06666666667	0.9333333333	OBSERVED
cheody okeey	keeody	1	1	1	1	177	0.005649717514	0.9943502825	OBSERVED
cheody olkeeody	oreeeg	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
cheody oraiin	ol	1	1	1	1	28	0.03571428571	0.9642857143	OBSERVED
cheody otchey	otchy	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
cheody oteol	cheockhy	1	1	1	1	33	0.0303030303	0.9696969697	OBSERVED
cheody otey	shdpchy	1	1	1	1	58	0.01724137931	0.9827586207	OBSERVED
cheody qoeechdy	qokeol	1	1	1	1	1	1	0	OBSERVED
cheody qoekeey	ocheky	1	1	1	1	4	0.25	0.75	OBSERVED
cheody qokaiin	otain	1	1	1	2	253	0.00790513834	0.9920948617	OBSERVED
cheody qokain	okchdy	1	2	0.5	1	269	0.003717472119	0.4962825279	OBSERVED
cheody qokain	otal	1	2	0.5	3	269	0.01115241636	0.4888475836	OBSERVED
cheody qokal	taiin	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
cheody qokar	dal	1	1	1	1	155	0.006451612903	0.9935483871	OBSERVED
cheody qokchdy	qokol	1	1	1	2	49	0.04081632653	0.9591836735	OBSERVED
cheody qokechy	daiin	1	2	0.5	2	12	0.1666666667	0.3333333333	OBSERVED
cheody qokechy	qokeey	1	2	0.5	1	12	0.08333333333	0.4166666667	OBSERVED
cheody qokeeo	qokeo	1	1	1	1	18	0.05555555556	0.9444444444	OBSERVED
cheody qokeey	qokchedy	1	1	1	1	296	0.003378378378	0.9966216216	OBSERVED
cheody qokeody	dal	1	1	1	1	32	0.03125	0.96875	OBSERVED
cheody qokol	okoly	1	1	1	1	98	0.01020408163	0.9897959184	OBSERVED
cheody qokolky	cheolkary	1	1	1	1	1	1	0	OBSERVED
cheody qokor	otal	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
cheody qopchedy	pcholkal	1	1	1	1	29	0.03448275862	0.9655172414	OBSERVED
cheody qotaiin	qokaiin	1	1	1	2	72	0.02777777778	0.9722222222	OBSERVED
cheody qotedy	lkeches	1	1	1	1	84	0.0119047619	0.9880952381	OBSERVED
cheody qoteedy	qokody	1	1	1	1	73	0.01369863014	0.9863013699	OBSERVED
cheody qoteeody	octhody	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
cheody qotody	soteol	1	1	1	1	10	0.1	0.9	OBSERVED
cheody rodaiin	cheockhy	1	1	1	1	2	0.5	0.5	OBSERVED
cheody s	ykeeol	1	1	1	1	311	0.003215434084	0.9967845659	OBSERVED
cheody saiin	dol	1	1	1	1	117	0.008547008547	0.9914529915	OBSERVED
cheody sain	ykeody	1	1	1	1	57	0.01754385965	0.9824561404	OBSERVED
cheody shaiin	qoeeol	1	1	1	1	20	0.05	0.95	OBSERVED
cheody shodol	qokchod	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
cheody shy	qoiiin	1	1	1	1	88	0.01136363636	0.9886363636	OBSERVED
cheody sy	s	1	1	1	2	18	0.1111111111	0.8888888889	OBSERVED
cheody ykeea	d	1	1	1	1	1	1	0	OBSERVED
cheody ykeydam	oteos	1	1	1	1	1	1	0	OBSERVED
cheody ytain	qy	1	1	1	1	12	0.08333333333	0.9166666667	OBSERVED
cheoeees ykeor	ytaiin	1	1	1	1	6	0.1666666667	0.8333333333	OBSERVED
cheoekar cheky	otakas	1	1	1	1	59	0.01694915254	0.9830508475	OBSERVED
cheoekeey cheodaiir	cheekchey	1	1	1	1	1	1	0	OBSERVED
cheoet chy	sair	1	1	1	1	154	0.006493506494	0.9935064935	OBSERVED
cheog chcthy	shoky	1	1	1	1	74	0.01351351351	0.9864864865	OBSERVED
cheoiees okeem	cheor	1	1	1	1	1	1	0	OBSERVED
cheoikhy shos	cheos	1	1	1	1	10	0.1	0.9	OBSERVED
cheok o	keol	1	1	1	1	207	0.004830917874	0.9951690821	OBSERVED
cheok okeal	shedy	1	1	1	2	12	0.1666666667	0.8333333333	OBSERVED
cheokaiin chedy	okeeey	1	1	1	2	472	0.004237288136	0.9957627119	OBSERVED
cheokaiin ol	keeo	1	1	1	1	521	0.001919385797	0.9980806142	OBSERVED
cheokaiin shedy	podair	1	1	1	1	412	0.002427184466	0.9975728155	OBSERVED
cheokain dy	teey	1	1	1	1	182	0.005494505495	0.9945054945	OBSERVED
cheokain lkeey	ltal	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
cheokain sheo	qo	1	1	1	1	48	0.02083333333	0.9791666667	OBSERVED
cheokal ykhody	cheeods	1	1	1	1	1	1	0	OBSERVED
cheokar okor	ary	1	1	1	1	31	0.03225806452	0.9677419355	OBSERVED
cheokcheo lol	kaiin	1	1	1	1	21	0.04761904762	0.9523809524	OBSERVED
cheokchet chor	daiin	1	1	1	9	205	0.04390243902	0.956097561	OBSERVED
cheokchey qokoiiin	du	1	1	1	1	2	0.5	0.5	OBSERVED
cheokchy sar	al	1	1	1	7	65	0.1076923077	0.8923076923	OBSERVED
cheokeain chl	kar	1	1	1	1	29	0.03448275862	0.9655172414	OBSERVED
cheokealy sardy	otol	1	1	1	1	1	1	0	OBSERVED
cheokedy sal	lokam	1	1	1	1	36	0.02777777778	0.9722222222	OBSERVED
cheokeeas lkaiin	chkal	1	1	1	1	45	0.02222222222	0.9777777778	OBSERVED
cheokeeo okeodal	shol	1	1	1	1	3	0.3333333333	0.6666666667	OBSERVED
cheokeey chey	cthey	1	1	1	1	333	0.003003003003	0.996996997	OBSERVED
cheokeey dal	cheo	1	1	1	1	193	0.00518134715	0.9948186528	OBSERVED
cheokeey kary	opair	1	1	1	1	2	0.5	0.5	OBSERVED
cheokeey qokeey	chedl	1	1	1	1	296	0.003378378378	0.9966216216	OBSERVED
cheokeey sheokar	shekeey	1	1	1	1	1	1	0	OBSERVED
cheokeo otaiin	shes	1	1	1	1	142	0.007042253521	0.9929577465	OBSERVED
cheokeol chcheey	cthes	1	1	1	1	1	1	0	OBSERVED
cheokeor oteody	ockes	1	1	1	1	37	0.02702702703	0.972972973	OBSERVED
cheokeos chockhy	chocthey	1	1	1	1	19	0.05263157895	0.9473684211	OBSERVED
cheokey okeody	chol	1	1	1	2	28	0.07142857143	0.9285714286	OBSERVED
cheokey okeoekol	oteor	1	1	1	1	1	1	0	OBSERVED
