operation	from_symbol	to_symbol	position_zero_based	support_edges	examples	interpretation_limit
SUBSTITUTION	d	m	3	12	alod→alom|amod→amom|arod→arom|chad→cham|chod→chom	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	l	3	12	cheeal→chelal|choefy→cholfy|choekeey→cholkeey|choeky→cholky|cthe→cthl	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	p	1	12	dey→dpy|ee→ep|oeail→opail|oeain→opain|oeal→opal	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	s	1	12	ee→es|eee→ese|eeedy→esedy|eees→eses|keam→ksam	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	s	1	12	of→os|ofaiin→osaiin|ofain→osain|ofal→osal|ofar→osar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	y	5	12	cheeog→cheeoy|cheesg→cheesy|cheteg→chetey|cpheeg→cpheey|cthosg→cthosy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	t	0	12	h→t|haiin→taiin|hain→tain|har→tar|heol→teol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	m	1	12	al→am|alam→amam|alchy→amchy|ald→amd|aldy→amdy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	n	5	12	charam→charan|chedam→chedan|chetam→chetan|chokam→chokan|odaiim→odaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	s	5	12	chedam→chedas|chetam→chetas|odaiim→odaiis|okchom→okchos|okeeam→okeeas	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	s	3	12	chan→chas|chon→chos|dain→dais|kain→kais|odan→odas	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	s	t	2	12	chsaly→chtaly|chseeor→chteeor|chsey→chtey|chsy→chty|olsaiin→oltaiin	observed edit-distance-1 relation; not a morphological claim
DELETION	c		3	11	chekedy→checkedy|chekhy→checkhy|choty→chocty|holc→hol|karc→kar	observed edit-distance-1 relation; not a morphological claim
DELETION	c		4	11	chcthy→chctchy|cheeky→cheecky|chekhy→chekchy|cheoc→cheo|cheokey→cheockey	observed edit-distance-1 relation; not a morphological claim
DELETION	m		2	11	aim→ai|dam→da|dom→do|dym→dy|kam→ka	observed edit-distance-1 relation; not a morphological claim
DELETION	t		5	11	cheeey→cheeety|cheoltain→cheolain|cholcthom→cholchom|ckhocthy→ckhochy|cphocthy→cphochy	observed edit-distance-1 relation; not a morphological claim
INSERTION		c	3	11	checkedy→chekedy|checkhy→chekhy|chocty→choty|hol→holc|kar→karc	observed edit-distance-1 relation; not a morphological claim
INSERTION		c	4	11	chctchy→chcthy|cheecky→cheeky|chekchy→chekhy|cheo→cheoc|cheockey→cheokey	observed edit-distance-1 relation; not a morphological claim
INSERTION		m	2	11	ai→aim|da→dam|do→dom|dy→dym|ka→kam	observed edit-distance-1 relation; not a morphological claim
INSERTION		t	5	11	cheeety→cheeey|cheolain→cheoltain|cholchom→cholcthom|ckhochy→ckhocthy|cphochy→cphocthy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	l	1	11	da→dl|daar→dlar|dals→dlls|dar→dlr|das→dls	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	s	0	11	a→s|adal→sdal|aiin→siin|akaiin→skaiin|akain→skain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	o	2	11	chck→chok|chcky→choky|chct→chot|chctchy→chotchy|chcty→choty	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	r	6	11	chcthod→chcthor|chcthody→chcthory|chkchody→chkchory|chokeod→chokeor|okcheod→okcheor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	r	0	11	e→r|ear→rar|echedy→rchedy|ekar→rkar|eky→rky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	q	0	11	f→q|far→qar|fcho→qcho|fchor→qchor|foar→qoar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	t	4	11	checfhy→checthy|cheef→cheet|cheefar→cheetar|cheefy→cheety|chocfhey→chocthey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	s	4	11	cheeg→chees|cheog→cheos|cthog→cthos|daiig→daiis|dchog→dchos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	l	0	11	h→l|haiin→laiin|hain→lain|har→lar|hdy→ldy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	l	1	11	ai→al|aig→alg|aiky→alky|aiodam→alodam|ais→als	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	r	4	11	cheok→cheor|cheokaiin→cheoraiin|cheoky→cheory|choek→choer|daloky→dalory	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	t	5	11	cheockhey→cheocthey|cheockhy→cheocthy|cheolkain→cheoltain|ckhockhy→ckhocthy|cpheckhy→cphecthy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	p	3	11	aiil→aiip|chal→chap|chol→chop|cholar→chopar|cholchedy→chopchedy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	r	1	11	am→ar|amam→aram|aman→aran|amg→arg|amod→arod	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	p	1	11	coy→cpy|eo→ep|loaiin→lpaiin|loar→lpar|lochedy→lpchedy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	t	3	11	cheo→chet|cheoaiin→chetaiin|cheoal→chetal|cheoar→chetar|cheody→chetdy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	p	t	4	11	checphedy→checthedy|checphey→checthey|cheop→cheot|cheopaiin→cheotaiin|cheopy→cheoty	observed edit-distance-1 relation; not a morphological claim
DELETION	n		5	10	chedan→cheda|chetan→cheta|kaiiin→kaiii|loiiin→loiii|okaiin→okaii	observed edit-distance-1 relation; not a morphological claim
INSERTION		n	5	10	cheda→chedan|cheta→chetan|kaiii→kaiiin|loiii→loiiin|okaii→okaiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	1	4	2	10	131→134|151→154|161→164|171→174|181→184	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	3	4	1	10	130→140|135→145|136→146|137→147|138→148	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	3	8	1	10	130→180|131→181|132→182|133→183|134→184	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	e	0	10	a→e|akar→ekar|akey→ekey|aky→eky|as→es	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	e	4	10	chekad→cheked|lcheal→lcheel|okedar→okeder|okeeas→okeees|otchar→otcher	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	e	0	10	c→e|ckey→ekey|cky→eky|co→eo|cpchy→epchy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	e	2	10	chck→chek|chckhy→chekhy|chcky→cheky|chcphdy→chephdy|chct→chet	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	q	0	10	c→q|ckaiin→qkaiin|ckcheey→qkcheey|ckchol→qkchol|ckhey→qkhey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	h	5	10	chcfhdy→chcfhhy|chckhdy→chckhhy|chcphdy→chcphhy|chcthd→chcthh|chcthdy→chcthhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	o	6	10	checkhd→checkho|chekchdy→chekchoy|chokeed→chokeeo|opcheed→opcheeo|otcheed→otcheeo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	h	1	10	hey→hhy|keey→khey|oees→ohes|seedy→shedy|seeedy→sheedy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	p	3	10	chee→chep|cheeaiin→chepaiin|cheear→chepar|cheeol→chepol|cheeos→chepos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	t	4	10	cheeey→cheety|choeey→choety|lsheey→lshety|okeoeeey→okeoteey|olshey→olshty	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	o	4	10	cheeg→cheeo|daiig→daiio|dairg→dairo|lcheg→lcheo|lsheg→lsheo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	o	0	10	h→o|haiin→oaiin|hain→oain|har→oar|hc→oc	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	r	0	10	h→r|haiin→raiin|hain→rain|har→rar|ho→ro	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	y	0	10	h→y|haiin→yaiin|har→yar|hc→yc|hdy→ydy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	l	3	10	chair→chalr|daii→dail|okai→okal|okaim→okalm|okaio→okalo	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	o	4	10	chodl→chodo|daiil→daiio|daiildy→daiiody|dairl→dairo|okail→okaio	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	t	4	10	cheol→cheot|cheolain→cheotain|cheolchey→cheotchey|cheoly→cheoty|dcholy→dchoty	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	m	s	2	10	aim→ais|dam→das|dym→dys|kam→kas|kom→kos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	r	2	10	ain→air|ainaly→airaly|ainam→airam|ainy→airy|dan→dar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	o	s	1	10	co→cs|do→ds|eo→es|lo→ls|lohor→lshor	observed edit-distance-1 relation; not a morphological claim
DELETION	g		2	9	aig→ai|alg→al|amg→am|arg→ar|dag→da	observed edit-distance-1 relation; not a morphological claim
DELETION	g		5	9	cheeog→cheeo|cheesg→chees|cthosg→cthos|darolg→darol|dsheog→dsheo	observed edit-distance-1 relation; not a morphological claim
INSERTION		g	2	9	ai→aig|al→alg|am→amg|ar→arg|da→dag	observed edit-distance-1 relation; not a morphological claim
INSERTION		g	5	9	cheeo→cheeog|chees→cheesg|cthos→cthosg|darol→darolg|dsheo→dsheog	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	0	6	2	9	130→136|140→146|150→156|170→176|180→186	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	1	2	2	9	131→132|151→152|161→162|171→172|181→182	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	1	3	2	9	131→133|151→153|161→163|181→183|191→193	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	1	6	2	9	131→136|151→156|161→166|171→176|181→186	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	2	4	2	9	132→134|152→154|162→164|172→174|182→184	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	3	4	2	9	133→134|153→154|163→164|183→184|193→194	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	3	6	1	9	131→161|132→162|133→163|134→164|135→165	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	3	7	1	9	130→170|131→171|132→172|134→174|135→175	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	3	9	1	9	130→190|131→191|132→192|133→193|134→194	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	4	6	2	9	134→136|154→156|164→166|174→176|184→186	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	6	8	1	9	161→181|162→182|163→183|164→184|165→185	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	7	8	1	9	170→180|171→181|172→182|174→184|175→185	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	8	9	1	9	180→190|181→191|182→192|183→193|184→194	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	c	0	9	a→c|akaiin→ckaiin|akal→ckal|akcheey→ckcheey|akey→ckey	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	q	0	9	a→q|acthhy→qcthhy|acthy→qcthy|akaiin→qkaiin|akain→qkain	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	c	d	0	9	c→d|ckaiin→dkaiin|cky→dky|cl→dl|co→do	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	f	4	9	cheed→cheef|cheedar→cheefar|cheedy→cheefy|choldchy→cholfchy|choldy→cholfy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	g	3	9	chad→chag|ched→cheg|chod→chog|daid→daig|dald→dalg	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	p	4	9	cheedaiin→cheepaiin|cheod→cheop|cheodaiin→cheopaiin|cheodor→cheopor|cheody→cheopy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	d	t	5	9	chedydy→chedyty|cheoldain→cheoltain|dcheody→dcheoty|olchedy→olchety|opchedy→opchety	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	h	0	9	e→h|ear→har|edy→hdy|ee→he|eeol→heol	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	h	3	9	chsey→chshy|ckheey→ckhhey|ckhey→ckhhy|ctheody→cthhody|cthey→cthhy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	k	4	9	alchey→alchky|chedey→chedky|cheeey→cheeky|choeey→choeky|ocheey→ocheky	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	e	p	0	9	e→p|ear→par|echedy→pchedy|eodar→podar|eoiin→poiin	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	r	3	9	chef→cher|chefy→chery|chof→chor|chofaly→choraly|chofchy→chorchy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	f	s	2	9	chfaly→chsaly|olfaiin→olsaiin|olfar→olsar|olfy→olsy|qof→qos	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	s	3	9	chag→chas|cheg→ches|chog→chos|daig→dais|dalg→dals	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	g	y	3	9	cheg→chey|chog→choy|dalg→daly|dchg→dchy|kchg→kchy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	h	p	1	9	char→cpar|chchy→cpchy|cheey→cpeey|chho→cpho|chor→cpor	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	o	2	9	cti→cto|dair→daor|eeis→eeos|loiin→looin|oairar→oaorar	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	i	r	2	9	aiichy→airchy|dai→dar|daichy→darchy|daid→dard|daidy→dardy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	k	s	4	9	chalkain→chalsain|cheeky→cheesy|cheok→cheos|cheokaiin→cheosaiin|cheoky→cheosy	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	o	3	9	chelal→cheoal|cthl→ctho|keel→keeo|lchl→lcho|lshl→lsho	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	l	y	6	9	dcheeol→dcheeoy|dcheodl→dcheody|okechol→okechoy|oteedyl→oteedyy|oteeodl→oteeody	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	n	s	4	9	chean→cheas|daiin→daiis|daiinol→daiisol|otain→otais|poiin→poiis	observed edit-distance-1 relation; not a morphological claim
DELETION	i		0	8	ihar→har|iin→iiin|in→iin|khey→ikhey|n→in	observed edit-distance-1 relation; not a morphological claim
DELETION	i		7	8	cheolkain→cheolkaiin|dcheodain→dcheodaiin|okeeodar→okeeodair|pcheodain→pcheodaiin|pcheodar→pcheodair	observed edit-distance-1 relation; not a morphological claim
DELETION	m		1	8	am→a|amg→ag|ay→amy|dm→d|gm→g	observed edit-distance-1 relation; not a morphological claim
INSERTION		i	0	8	har→ihar|iiin→iin|iin→in|ikhey→khey|in→n	observed edit-distance-1 relation; not a morphological claim
INSERTION		i	7	8	cheolkaiin→cheolkain|dcheodaiin→dcheodain|okeeodair→okeeodar|pcheodaiin→pcheodain|pcheodair→pcheodar	observed edit-distance-1 relation; not a morphological claim
INSERTION		m	1	8	a→am|ag→amg|amy→ay|d→dm|g→gm	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	0	1	2	8	130→131|150→151|170→171|180→181|190→191	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	0	4	2	8	130→134|150→154|170→174|180→184|190→194	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	2	3	2	8	132→133|152→153|162→163|182→183|192→193	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	2	6	2	8	132→136|152→156|162→166|172→176|182→186	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	3	5	1	8	130→150|131→151|132→152|133→153|134→154	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	3	6	2	8	133→136|153→156|163→166|183→186|193→196	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	5	6	2	8	135→136|145→146|155→156|165→166|175→176	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	5	8	1	8	150→180|151→181|152→182|153→183|154→184	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	5	9	1	8	150→190|151→191|152→192|153→193|154→194	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	6	7	1	8	161→171|162→172|164→174|165→175|166→176	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	6	9	1	8	161→191|162→192|163→193|164→194|165→195	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	7	9	1	8	170→190|171→191|172→192|174→194|175→195	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	d	1	8	da→dd|dalar→ddlar|daor→ddor|day→ddy|oal→odl	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	i	1	8	daiin→diiin|kain→kiin|oaiin→oiiin|oain→oiin|oair→oiir	observed edit-distance-1 relation; not a morphological claim
SUBSTITUTION	a	o	6	8	chockhar→chockhor|cholcham→cholchom|chopchal→chopchol|okalchal→okalchol|otchodal→otchodol	observed edit-distance-1 relation; not a morphological claim
