physical_line	token_count	glyph_count	first_token	last_token	first_glyph	last_glyph	repeated_token_occurrences	repeated_family_occurrences	token_length_progression	token_family_progression	folio_locus_type_section
2820	5	21	ody	cheory	o	y	0	4	3|4|5|3|6	1|1|1|1|1	f79r|f79r.44|P|B
2821	7	42	poldshedy	olorol	p	l	0	5	9|6|7|6|6|2|6	41|1|1|1|1|1|1	f79v|f79v.1|P|B
2822	7	41	qoteedy	qorchedy	q	y	0	6	7|7|4|5|6|4|8	1|1|1|1|1|1|1	f79v|f79v.2|P|B
2823	7	46	dolsheol	otaram	d	m	0	6	8|5|6|6|8|7|6	1|1|1|1|1|1|1	f79v|f79v.3|P|B
2824	8	43	qokeedy	lchedy	q	y	1	7	7|7|6|3|5|5|4|6	1|1|1|1|1|1|1|1	f79v|f79v.4|P|B
2825	8	45	qolkeedy	lcheam	q	m	1	7	8|6|5|5|3|6|6|6	1|1|1|1|1|1|1|1	f79v|f79v.5|P|B
2826	10	43	ycheckhey	ytam	y	m	1	9	9|1|3|5|6|5|2|5|3|4	1|1|1|1|1|1|1|1|1|1	f79v|f79v.6|P|B
2827	7	42	qokshey	solchedy	q	y	1	6	7|7|3|4|7|6|8	1|1|1|1|1|1|1	f79v|f79v.7|P|B
2828	8	44	ychedy	lol	y	l	0	6	6|5|5|6|6|6|7|3	1|1|1|1071|1|1|1|1	f79v|f79v.8|P|B
2829	6	28	sar	qol	s	l	0	5	3|2|5|7|8|3	1|1|1|1|1|1	f79v|f79v.9|P|B
2830	7	46	pchedy	pchedy	p	y	1	6	6|10|6|7|4|7|6	1|1|1|1|1|1|1	f79v|f79v.10|P|B
2831	7	42	olcheey	olkam	o	m	0	6	7|6|8|6|6|4|5	1|1|1|1|1|1|1	f79v|f79v.11|P|B
2832	8	46	pshdy	oky	p	y	1	7	5|6|6|7|6|7|6|3	1|1|1|1|1|1|1|1	f79v|f79v.12|P|B
2833	9	47	dain	ror	d	r	0	8	4|2|6|6|6|7|6|7|3	1|1|1|1|1|1|1|1|1	f79v|f79v.13|P|B
2834	8	49	qokeey	qokeedy	q	y	1	7	6|6|5|5|6|7|7|7	1|1|1|1|1|1|1|1	f79v|f79v.14|P|B
2835	8	45	yteedy	qokain	y	n	1	7	6|7|6|6|8|2|4|6	1|1|1|1|1|1|1|1	f79v|f79v.15|P|B
2836	9	44	dol	oly	d	y	1	8	3|5|3|7|7|7|3|6|3	1|1|1|1|1|1|1|1|1	f79v|f79v.16|P|B
2837	10	44	qol	oram	q	m	0	9	3|5|4|2|3|7|7|4|5|4	1|1|1|1|1|1|1|1|1|1	f79v|f79v.17|P|B
2838	9	50	qokain	rchey	q	y	1	8	6|5|6|4|5|6|6|7|5	1|1|1|1|1|1|1|1|1	f79v|f79v.18|P|B
2839	10	48	ykail	cham	y	m	2	9	5|3|5|4|6|6|6|3|6|4	1|1|1|1|1|1|1|1|1|1	f79v|f79v.19|P|B
2840	10	46	dchedy	qoly	d	y	0	9	6|5|4|5|5|5|5|3|4|4	1|1|1|1|1|1|1|1|1|1	f79v|f79v.20|P|B
2841	9	45	dshey	aror	d	r	0	8	5|5|6|5|5|6|4|5|4	1|1|1|1|1|1|1|1|1	f79v|f79v.21|P|B
2842	6	23	tshey	oroiiin	t	n	0	5	5|5|1|2|3|7	1|1|1|1|1|1	f79v|f79v.22|P|B
2843	8	41	tolkey	dalary	t	y	0	7	6|4|2|6|6|5|6|6	1|1|1|1|1|1|1|1	f79v|f79v.23|P|B
2844	10	48	ycheear	lol	y	l	1	9	7|1|4|5|6|5|6|5|6|3	1|1|1|1|1|1|1|1|1|1	f79v|f79v.24|P|B
2845	9	44	qokeey	ol	q	l	1	8	6|2|6|6|6|6|6|4|2	1|1|1|1|1|1|1|1|1	f79v|f79v.25|P|B
2846	9	44	ykeedy	oiiiny	y	y	0	8	6|6|7|5|5|3|2|4|6	1|1|1|1|1|1|1|1|1	f79v|f79v.26|P|B
2847	6	28	odchey	olkey	o	y	0	5	6|3|5|4|5|5	1|1|1|1|1|1	f79v|f79v.27|P|B
2848	8	50	pchey	okeedy	p	y	0	7	5|6|6|7|8|6|6|6	1|1|1|1|1|1|1|1	f79v|f79v.28|P|B
2849	10	48	dain	oty	d	y	1	8	4|9|3|7|6|4|3|4|5|3	1|983|1|1|1|1|1|1|1|1	f79v|f79v.29|P|B
2850	9	44	qokain	qoky	q	y	0	8	6|6|4|4|5|4|5|6|4	1|1|1|1|1|1|1|1|1	f79v|f79v.30|P|B
2851	8	42	yshees	roltain	y	n	0	7	6|4|1|6|7|5|6|7	1|1|1|1|1|1|1|1	f79v|f79v.31|P|B
2852	10	38	olkeey	aror	o	r	2	9	6|2|2|6|2|2|1|6|7|4	1|1|1|1|1|1|1|1|1|1	f79v|f79v.32|P|B
2853	12	45	por	oral	p	l	0	11	3|2|2|5|4|4|5|4|4|5|3|4	1|1|1|1|1|1|1|1|1|1|1|1	f79v|f79v.33|P|B
2854	9	48	ykeeey	oly	y	y	0	8	6|6|5|4|6|8|5|5|3	1|1|1|1|1|1|1|1|1	f79v|f79v.34|P|B
2855	11	43	qor	qokan	q	n	1	10	3|5|4|3|2|4|4|5|2|6|5	1|1|1|1|1|1|1|1|1|1|1	f79v|f79v.35|P|B
2856	5	29	ysheey	sheepshey	y	y	0	3	6|2|4|8|9	1|1|1|1|969	f79v|f79v.36|P|B
2857	9	42	pol	okeshdy	p	y	0	8	3|2|4|4|5|5|5|7|7	1|1|1|1|1|1|1|1|1	f79v|f79v.37|P|B
2858	8	46	olkeeey	dag	o	g	1	7	7|6|6|5|6|5|8|3	1|1|1|1|1|1|1|1	f79v|f79v.38|P|B
2859	10	45	qokeedy	yty	q	y	1	9	7|5|5|2|2|4|7|7|3|3	1|1|1|1|1|1|1|1|1|1	f79v|f79v.39|P|B
2860	10	46	qokees	ol	q	l	1	9	6|4|5|2|4|6|5|7|5|2	1|1|1|1|1|1|1|1|1|1	f79v|f79v.40|P|B
2861	9	43	yshedy	orain	y	n	0	8	6|6|5|2|4|5|5|5|5	1|1|1|1|1|1|1|1|1	f79v|f79v.41|P|B
2862	8	34	okchedy	daral	o	l	0	7	7|6|5|5|2|3|1|5	1|1|1|1|1|1|1|1	f79v|f79v.42|P|B
2863	1	6	toroly	toroly	t	y	0	0	6	1	f80r|f80r.1|L|B
2864	1	6	olchdy	olchdy	o	y	0	0	6	1	f80r|f80r.2|L|B
2865	1	5	okaly	okaly	o	y	0	0	5	1	f80r|f80r.3|L|B
2866	1	5	okolo	okolo	o	o	0	0	5	1	f80r|f80r.4|L|B
2867	1	5	okary	okary	o	y	0	0	5	1	f80r|f80r.5|L|B
2868	1	4	opor	opor	o	r	0	0	4	1	f80r|f80r.6|L|B
2869	1	4	olky	olky	o	y	0	0	4	1	f80r|f80r.7|L|B
2870	1	9	otalshedy	otalshedy	o	y	0	0	9	1	f80r|f80r.8|L|B
2871	1	4	okar	okar	o	r	0	0	4	1	f80r|f80r.9|L|B
2872	1	4	okan	okan	o	n	0	0	4	1	f80r|f80r.10|L|B
2873	12	63	pdol	darshey	p	y	0	10	4|6|1|3|7|6|6|7|8|7|1|7	1|1|1|2|1|1|1|1|1|1|1|1	f80r|f80r.11|P|B
2874	13	59	dykshy	r	d	r	2	12	6|2|7|6|6|7|6|4|6|5|2|1|1	1|1|1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.12|P|B
2875	11	61	tchedy	qokam	t	m	1	10	6|6|5|5|5|6|7|5|6|5|5	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.13|P|B
2876	12	58	solkain	otal	s	l	0	11	7|3|3|6|6|6|5|2|6|5|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.14|P|B
2877	10	62	qokedy	sy	q	y	0	8	6|7|7|7|6|4|10|4|9|2	1|1|1|1|1|1|869|1|1|1	f80r|f80r.15|P|B
2878	11	62	solchedy	oty	s	y	1	10	8|7|5|2|5|6|7|7|6|6|3	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.16|P|B
2879	13	64	solky	da	s	a	2	12	5|7|5|6|5|5|7|2|5|5|5|5|2	1|1|1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.17|P|B
2880	11	62	paiin	olkam	p	m	1	10	5|5|6|5|7|5|6|5|7|6|5	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.18|P|B
2881	11	63	dcheol	oloky	d	y	0	10	6|5|6|7|5|7|5|6|6|5|5	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.19|P|B
2882	11	59	qoteedy	dalom	q	m	0	10	7|4|6|6|4|7|5|5|6|4|5	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.20|P|B
2883	11	58	shedy	chcthy	s	y	0	10	5|5|7|5|6|4|4|5|5|6|6	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.21|P|B
2884	11	57	qokeedy	qokl	q	l	0	9	7|3|7|9|4|5|5|3|6|4|4	1|1|1|864|1|1|1|1|1|1|1	f80r|f80r.22|P|B
2885	14	52	yshey	lar	y	r	0	13	5|1|4|5|3|5|6|5|2|2|5|3|3|3	1|1|1|1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.23|P|B
2886	13	54	lol	chedyor	l	r	0	12	3|4|4|1|2|4|3|4|6|7|6|3|7	1|1|1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.24|P|B
2887	13	58	dar	ory	d	y	0	11	3|5|6|5|3|6|3|7|4|6|3|4|3	1|1|1|1|1|1|1|1|1|26|1|1|1	f80r|f80r.25|P|B
2888	11	61	lchol	olky	l	y	0	10	5|3|7|5|3|8|8|6|7|5|4	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.26|P|B
2889	10	49	lol	olor	l	r	1	9	3|4|6|7|2|6|6|4|7|4	1|1|1|1|1|1|1|1|1|1	f80r|f80r.27|P|B
2890	9	52	pcheolkal	chty	p	y	0	7	9|3|6|5|4|6|5|10|4	1|1|1|1|1|1|1|619|1	f80r|f80r.28|P|B
2891	10	45	okchey	ary	o	y	0	9	6|4|5|6|5|3|5|5|3|3	1|1|1|1|1|1|1|1|1|1	f80r|f80r.29|P|B
2892	8	44	dshedy	dainol	d	l	0	7	6|5|6|6|5|6|4|6	1|1|1|1|1|1|1|1	f80r|f80r.30|P|B
2893	8	40	qokal	oly	q	y	0	7	5|7|3|4|6|5|7|3	1|1|1|1|1|1|1|1	f80r|f80r.31|P|B
2894	8	40	solchey	ol	s	l	0	7	7|4|1|8|7|6|5|2	1|1|1|1|1|1|1|1	f80r|f80r.32|P|B
2895	8	41	solchey	ol	s	l	0	7	7|6|4|4|6|5|7|2	1|1|1|1|1|1|1|1	f80r|f80r.33|P|B
2896	14	61	c	y	c	y	0	12	1|3|2|3|3|6|9|5|2|7|6|6|7|1	1|2|1|2|1|1|1|1|1|1|1|1|1|1	f80r|f80r.34|P|B
2897	12	57	olkeey	qokady	o	y	2	11	6|1|5|6|5|3|5|6|4|4|6|6	1|1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.35|P|B
2898	11	59	qokeey	lom	q	m	1	10	6|5|4|5|6|8|7|7|6|2|3	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.36|P|B
2899	12	58	sol	alom	s	m	0	11	3|7|4|6|6|6|4|7|2|4|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.37|P|B
2900	13	53	sor	ol	s	l	1	12	3|4|4|2|3|6|1|4|7|6|5|6|2	1|1|1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.38|P|B
2901	8	43	qokeedy	alshees	q	s	0	7	7|6|5|5|5|5|3|7	1|1|1|1|1|1|1|1	f80r|f80r.39|P|B
2902	7	45	torolshsdy	daly	t	y	0	5	10|6|7|6|6|6|4	1092|1|1|1|1|1|1	f80r|f80r.40|P|B
2903	9	40	tolkain	oly	t	y	0	8	7|4|5|5|2|5|7|2|3	1|1|1|1|1|1|1|1|1	f80r|f80r.41|P|B
2904	8	43	y	ol	y	l	3	6	1|8|7|6|6|7|6|2	1|142|1|1|1|1|1|1	f80r|f80r.42|P|B
2905	8	42	sor	ly	s	y	1	7	3|7|5|7|5|7|6|2	1|1|1|1|1|1|1|1	f80r|f80r.43|P|B
2906	7	42	qokain	lor	q	r	1	5	6|6|9|5|6|7|3	1|1|879|1|1|1|1	f80r|f80r.44|P|B
2907	8	41	okain	lolom	o	m	0	7	5|5|5|5|6|5|5|5	1|1|1|1|1|1|1|1	f80r|f80r.45|P|B
2908	7	33	qokain	s	q	s	1	6	6|5|6|5|6|4|1	1|1|1|1|1|1|1	f80r|f80r.46|P|B
2909	9	49	polchy	qokal	p	l	0	7	6|7|5|6|5|5|4|6|5	1|374|1|1|1|1|1|1|1	f80r|f80r.47|P|B
2910	10	46	sal	ram	s	m	1	9	3|3|5|5|4|5|6|7|5|3	1|1|1|1|1|1|1|1|1|1	f80r|f80r.48|P|B
2911	11	44	tiiin	oklor	t	r	1	10	5|4|3|3|4|3|2|5|6|4|5	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.49|P|B
2912	9	46	lol	okainy	l	y	0	8	3|4|5|5|7|5|5|6|6	1|1|1|1|1|1|1|1|1	f80r|f80r.50|P|B
2913	11	44	talkl	olom	t	m	0	10	5|2|1|2|6|5|5|5|4|5|4	1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.51|P|B
2914	12	49	sol	kain	s	n	0	11	3|2|4|9|6|2|4|4|1|5|5|4	1|1|1|1|1|1|1|1|1|1|1|1	f80r|f80r.52|P|B
2915	7	31	lol	otlol	l	l	0	6	3|3|5|5|5|5|5	1|1|1|1|1|1|1	f80r|f80r.53|P|B
2916	6	43	pchedy	roly	p	y	0	5	6|9|7|6|11|4	1|1|1|1|1|1	f80v|f80v.1|P|B
2917	8	41	tshedy	doly	t	y	0	7	6|6|6|4|6|4|5|4	1|1|1|1|1|1|1|1	f80v|f80v.2|P|B
2918	7	42	schedy	qol	s	l	0	6	6|8|7|6|6|6|3	1|1|1|1|1|1|1	f80v|f80v.3|P|B
2919	8	40	qokedy	qoly	q	y	1	7	6|5|6|5|3|3|8|4	1|1|1|1|1|1|1|1	f80v|f80v.4|P|B
2920	8	44	okeedy	ol	o	l	0	7	6|5|7|5|7|6|6|2	1|1|1|1|1|1|1|1	f80v|f80v.5|P|B
2921	9	47	tcheol	chedy	t	y	0	8	6|4|6|4|5|7|4|6|5	1|1|1|1|1|1|1|1|1	f80v|f80v.6|P|B
2922	8	46	polshol	stolpchy	p	y	0	6	7|5|5|5|7|4|5|8	1|1|1|1|1|1|1|17	f80v|f80v.7|P|B
2923	9	50	olteedy	dy	o	y	1	8	7|7|5|6|5|7|7|4|2	1|1|1|1|1|1|1|1|1	f80v|f80v.8|P|B
2924	11	49	tchdy	ly	t	y	1	9	5|3|3|3|7|6|5|3|7|5|2	1|1|1|1|1049|1|1|1|1|1|1	f80v|f80v.9|P|B
2925	8	49	sol	qotainol	s	l	0	6	3|5|7|6|8|5|7|8	1|1|1|1|1|1|1|895	f80v|f80v.10|P|B
2926	9	47	tol	rol	t	l	0	8	3|6|5|4|8|7|6|5|3	1|1|1|1|1|1|1|1|1	f80v|f80v.11|P|B
2927	9	44	ycheol	l	y	l	0	8	6|4|4|6|5|5|6|7|1	1|1|1|1|1|1|1|1|1	f80v|f80v.12|P|B
2928	6	20	lor	koldy	l	y	0	5	3|2|2|4|4|5	1|1|1|1|1|1	f80v|f80v.13|P|B
2929	9	51	tshedy	qopalor	t	r	0	8	6|6|5|5|4|8|4|6|7	1|1|1|1|1|1|1|1|1	f80v|f80v.14|P|B
2930	12	48	qotaiin	dal	q	l	0	11	7|4|6|1|3|3|4|7|4|4|2|3	1|1|1|1|1|1|1|1|1|1|1|1	f80v|f80v.15|P|B
2931	11	44	cheol	tal	c	l	1	10	5|3|5|2|5|2|5|6|3|5|3	1|1|1|1|1|1|1|1|1|1|1	f80v|f80v.16|P|B
2932	8	49	solcheol	chedyr	s	r	0	6	8|7|7|5|5|2|9|6	1|1|1|1|1|1|908|1	f80v|f80v.17|P|B
2933	6	28	ychedy	okain	y	n	0	5	6|3|6|6|2|5	1|1|1|1|1|1	f80v|f80v.18|P|B
2934	7	41	psheoldy	oltydy	p	y	0	5	8|6|6|3|4|8|6	1|1|1|1|1|624|1	f80v|f80v.19|P|B
2935	8	42	ysheeyqorar	okaiin	y	n	1	6	11|2|5|5|4|7|2|6	1158|1|1|1|1|1|1|1	f80v|f80v.20|P|B
2936	10	38	tar	otam	t	m	1	9	3|4|4|1|5|5|4|4|4|4	1|1|1|1|1|1|1|1|1|1	f80v|f80v.21|P|B
2937	8	33	dchedy	lshedy	d	y	0	7	6|5|2|4|3|2|5|6	1|1|1|1|1|1|1|1	f80v|f80v.22|P|B
2938	9	49	polteshol	qoky	p	y	0	6	9|3|4|8|7|5|3|6|4	816|1|1|1|1|1|1|447|1	f80v|f80v.23|P|B
2939	10	48	yshedy	daiin	y	n	0	9	6|6|5|4|5|6|2|5|4|5	1|1|1|1|1|1|1|1|1|1	f80v|f80v.24|P|B
2940	10	47	lshedy	sar	l	r	0	9	6|4|4|5|6|7|3|2|7|3	1|1|1|1|1|1|1|1|1|1	f80v|f80v.25|P|B
2941	6	36	qoty	olchey	q	y	0	4	4|11|4|6|5|6	1|178|1|1|1|1	f80v|f80v.26|P|B
2942	10	47	pshol	qoty	p	y	0	9	5|4|5|4|6|3|7|5|4|4	1|1|1|1|1|1|1|1|1|1	f80v|f80v.27|P|B
2943	11	48	olcheol	ly	o	y	1	10	7|6|2|2|5|6|2|5|6|5|2	1|1|1|1|1|1|1|1|1|1|1	f80v|f80v.28|P|B
2944	5	25	qokain	keeol	q	l	1	4	6|6|6|2|5	1|1|1|1|1	f80v|f80v.29|P|B
2945	9	41	pol	qolky	p	y	0	8	3|2|6|5|7|5|4|4|5	1|1|1|1|1|1|1|1|1	f80v|f80v.30|P|B
2946	9	40	qol	qokain	q	n	2	8	3|2|4|6|2|5|6|6|6	1|1|1|1|1|1|1|1|1	f80v|f80v.31|P|B
2947	9	42	s	shedy	s	y	0	8	1|6|4|4|2|9|4|7|5	1|1|1|1|1|1|1|1|1	f80v|f80v.32|P|B
2948	8	46	qokeedy	lom	q	m	0	7	7|5|6|7|5|6|7|3	1|1|1|1|1|1|1|1	f80v|f80v.33|P|B
2949	9	45	dol	qoly	d	y	0	8	3|5|4|6|5|6|6|6|4	1|1|1|1|1|1|1|1|1	f80v|f80v.34|P|B
2950	12	43	tol	ldy	t	y	2	11	3|6|5|1|3|3|4|5|2|4|4|3	1|1|1|1|1|1|1|1|1|1|1|1	f80v|f80v.35|P|B
2951	10	44	soin	lchy	s	y	0	9	4|5|5|2|4|4|7|4|5|4	1|1|1|1|1|1|1|1|1|1	f80v|f80v.36|P|B
2952	4	26	polshdy	ololchey	p	y	0	3	7|7|4|8	1|1|1|1	f80v|f80v.37|P|B
2953	9	45	polkedy	ral	p	l	1	8	7|8|4|2|6|5|5|5|3	1|1|1|1|1|1|1|1|1	f80v|f80v.38|P|B
2954	10	45	sol	aral	s	l	0	9	3|4|4|6|4|2|6|7|5|4	1|1|1|1|1|1|1|1|1|1	f80v|f80v.39|P|B
2955	10	46	qokain	olchedy	q	y	1	9	6|2|6|4|4|5|2|5|5|7	1|1|1|1|1|1|1|1|1|1	f80v|f80v.40|P|B
2956	10	45	tor	qokal	t	l	0	9	3|4|2|6|4|4|5|6|6|5	1|1|1|1|1|1|1|1|1|1	f80v|f80v.41|P|B
2957	11	41	pol	al	p	l	0	10	3|2|4|5|4|5|5|4|4|3|2	1|1|1|1|1|1|1|1|1|1|1	f80v|f80v.42|P|B
2958	8	35	sor	dy	s	y	0	7	3|3|6|4|6|5|6|2	1|1|1|1|1|1|1|1	f80v|f80v.43|P|B
2959	2	9	qokal	orol	q	l	0	1	5|4	1|1	f80v|f80v.44|P|B
2960	7	41	polchoy	oly	p	y	0	6	7|6|4|7|8|6|3	1|1|1|1|1|1|1	f81r|f81r.1|P|B
2961	8	36	dchey	oky	d	y	0	7	5|4|6|5|4|4|5|3	1|1|1|1|1|1|1|1	f81r|f81r.2|P|B
2962	8	32	qotey	shedy	q	y	0	7	5|1|5|5|2|5|4|5	1|1|1|1|1|1|1|1	f81r|f81r.3|P|B
2963	7	30	dchedy	al	d	l	1	6	6|6|2|2|6|6|2	1|1|1|1|1|1|1	f81r|f81r.4|P|B
2964	9	30	qol	ain	q	n	2	8	3|5|5|2|2|6|2|2|3	1|1|1|1|1|1|1|1|1	f81r|f81r.5|P|B
2965	7	26	sar	ol	s	l	1	6	3|2|4|5|4|6|2	1|1|1|1|1|1|1	f81r|f81r.6|P|B
2966	5	26	dshees	okain	d	n	1	4	6|5|6|4|5	1|1|1|1|1	f81r|f81r.7|P|B
2967	6	28	pchedy	oly	p	y	0	5	6|6|3|5|5|3	1|1|1|1|1|1	f81r|f81r.8|P|B
2968	4	27	qoteesy	chcphey	q	y	0	3	7|6|7|7	1|1|1|1	f81r|f81r.9|P|B
2969	6	26	chol	ly	c	y	0	5	4|4|5|5|6|2	1|1|1|1|1|1	f81r|f81r.10|P|B
2970	4	28	olsheol	oltedy	o	y	0	3	7|6|9|6	1|1|1|1	f81r|f81r.11|P|B
2971	6	28	ychedy	loly	y	y	0	5	6|4|2|6|6|4	1|1|1|1|1|1	f81r|f81r.12|P|B
2972	6	31	dchol	chetyry	d	y	0	4	5|5|6|3|5|7	1|1|1|1|1|175	f81r|f81r.13|P|B
2973	6	33	qokechedy	oeeedy	q	y	0	5	9|9|2|3|4|6	1|1|1|1|1|1	f81r|f81r.14|P|B
2974	5	24	sain	otedy	s	y	0	4	4|2|6|7|5	1|1|1|1|1	f81r|f81r.15|P|B
2975	6	37	polchdy	oraisy	p	y	0	4	7|7|5|8|4|6	1|1|1|1|1|674	f81r|f81r.16|P|B
2976	7	33	y	ochedar	y	r	0	6	1|7|6|4|6|2|7	1|1|1|1|1|1|1	f81r|f81r.17|P|B
2977	6	29	osheedy	oror	o	r	1	5	7|5|2|5|6|4	1|1|1|1|1|1	f81r|f81r.18|P|B
2978	5	28	qokedy	olam	q	m	0	4	6|6|5|7|4	1|1|1|1|1	f81r|f81r.19|P|B
2979	7	36	qopchedy	daly	q	y	0	6	8|3|5|6|6|4|4	1|1|1|1|1|1|1	f81r|f81r.20|P|B
2980	7	35	dshedy	lol	d	l	0	6	6|5|6|5|6|4|3	1|1|1|1|1|1|1	f81r|f81r.21|P|B
2981	9	33	qotal	oly	q	y	2	8	5|5|3|2|5|2|6|2|3	1|1|1|1|1|1|1|1|1	f81r|f81r.22|P|B
2982	6	30	chey	lchey	c	y	1	5	4|5|7|5|4|5	1|1|1|1|1|1	f81r|f81r.23|P|B
2983	7	34	par	oly	p	y	0	6	3|3|7|5|8|5|3	1|1|1|1|1|1|1	f81r|f81r.24|P|B
2984	8	32	sar	dy	s	y	0	7	3|5|3|5|5|4|5|2	1|1|1|1|1|1|1|1	f81r|f81r.25|P|B
2985	7	36	pchedy	qcthdys	p	s	0	5	6|5|5|3|5|5|7	1|1|1|1|1|1|838	f81r|f81r.26|P|B
2986	6	31	sol	qokchedy	s	y	0	5	3|5|6|6|3|8	1|1|1|1|1|1	f81r|f81r.27|P|B
2987	7	34	qokesdy	lchl	q	l	0	6	7|5|5|4|5|4|4	1|1|1|1|1|1|1	f81r|f81r.28|P|B
2988	9	34	y	ol	y	l	0	8	1|6|3|4|1|6|4|7|2	1|1|1|1|1|1|1|1|1	f81r|f81r.29|P|B
2989	8	34	l	olkshdy	l	y	0	7	1|5|6|3|5|2|5|7	1|1|1|1|1|1|1|1	f81r|f81r.30|P|B
2990	11	45	sol	oraiiin	s	n	1	10	3|5|2|6|5|3|6|4|2|2|7	1|1|1|1|1|1|1|1|1|1|1	f81r|f81r.31|P|B
2991	11	49	par	ofalsheky	p	y	0	9	3|4|5|6|3|3|2|6|4|4|9	1|1|1|1|1|1|1|1|1|1|521	f81v|f81v.1|P|B
2992	12	44	qokedy	dl	q	l	1	11	6|6|4|4|3|2|4|6|2|2|3|2	1|1|1|1|1|1|1|1|1|1|1|1	f81v|f81v.2|P|B
2993	9	45	saiin	oldy	s	y	0	8	5|5|7|5|6|4|4|5|4	1|1|1|1|1|1|1|1|1	f81v|f81v.3|P|B
2994	10	44	qokaiin	chcthy	q	y	1	9	7|5|6|2|2|5|4|2|5|6	1|1|1|1|1|1|1|1|1|1	f81v|f81v.4|P|B
2995	9	44	okaiin	okar	o	r	1	8	6|5|5|6|6|4|3|5|4	1|1|1|1|1|1|1|1|1	f81v|f81v.5|P|B
2996	11	43	qokain	daldy	q	y	0	10	6|6|2|5|5|3|1|1|4|5|5	1|1|1|1|1|1|1|1|1|1|1	f81v|f81v.6|P|B
2997	9	47	olor	qol	o	l	1	7	4|2|8|5|8|5|6|6|3	1|1|959|1|1|1|1|1|1	f81v|f81v.7|P|B
2998	9	45	ykol	oldy	y	y	0	8	4|2|5|6|8|5|5|6|4	1|1|1|1|1|1|1|1|1	f81v|f81v.8|P|B
2999	8	41	yar	daiidy	y	y	0	7	3|6|5|5|5|4|7|6	1|1|1|1|1|1|1|1	f81v|f81v.9|P|B
3000	8	45	polshy	dairam	p	m	0	6	6|8|3|6|5|7|4|6	1|99|1|1|1|1|1|1	f81v|f81v.10|P|B
3001	11	48	yshey	dsholyd	y	d	1	10	5|6|5|3|5|4|3|3|5|2|7	1|1|1|1|1|1|1|1|1|1|1	f81v|f81v.11|P|B
3002	9	43	qol	ytedy	q	y	1	8	3|2|4|5|6|5|7|6|5	1|1|1|1|1|1|1|1|1	f81v|f81v.12|P|B
3003	9	48	ykeshey	okal	y	l	1	7	7|6|5|5|3|9|4|5|4	1|1|1|1|1|1126|1|1|1	f81v|f81v.13|P|B
3004	8	48	dshedy	lchpchdy	d	y	0	6	6|6|6|5|5|6|6|8	1|1|1|1|1|1|1|28	f81v|f81v.14|P|B
3005	9	46	qokal	ltary	q	y	1	7	5|5|2|5|10|8|1|5|5	1|1|1|1|941|1|1|1|1	f81v|f81v.15|P|B
3006	10	42	lor	pchdy	l	y	0	9	3|5|6|2|3|5|6|3|4|5	1|1|1|1|1|1|1|1|1|1	f81v|f81v.16|P|B
3007	10	45	sshkchdy	ral	s	l	0	8	8|5|2|5|8|6|2|4|2|3	1043|1|1|1|1|1|1|1|1|1	f81v|f81v.17|P|B
3008	10	47	qokchdy	qoky	q	y	2	9	7|4|2|5|2|5|6|6|6|4	1|1|1|1|1|1|1|1|1|1	f81v|f81v.18|P|B
3009	11	47	solkeey	chy	s	y	1	10	7|2|5|5|6|3|3|5|5|3|3	1|1|1|1|1|1|1|1|1|1|1	f81v|f81v.19|P|B
3010	8	46	qocthey	qotain	q	n	0	7	7|6|5|6|6|5|5|6	1|1|1|1|1|1|1|1	f81v|f81v.20|P|B
3011	9	45	lsho	otar	l	r	1	8	4|5|6|6|5|5|7|3|4	1|1|1|1|1|1|1|1|1	f81v|f81v.21|P|B
3012	8	43	qokal	salchtedytar	q	r	0	6	5|3|4|5|3|6|5|12	1|1|1|1|1|1|1|936	f81v|f81v.22|P|B
3013	9	47	shol	olcthdy	s	y	0	8	4|6|6|6|5|4|6|3|7	1|1|1|1|1|1|1|1|1	f81v|f81v.23|P|B
3014	10	44	ytey	ly	y	y	0	9	4|7|5|5|3|6|3|4|5|2	1|1|1|1|1|1|1|1|1|1	f81v|f81v.24|P|B
3015	12	49	oshedy	oky	o	y	1	11	6|6|4|5|1|6|2|4|3|5|4|3	1|1|1|1|1|1|1|1|1|1|1|1	f81v|f81v.25|P|B
3016	9	46	ol	okeol	o	l	0	7	2|10|4|5|3|4|6|7|5	1|124|1|1|1|1|1|1|1	f81v|f81v.26|P|B
