Corpus	Position	TokenA	TokenB	Operation	PositionClass	SourceGlyph	TargetGlyph
Longfellow	23751	He	the	INSERTION	BEGIN		t
Longfellow	23962	Then	they	SUBSTITUTION	END	n	y
Longfellow	24894	He	the	INSERTION	BEGIN		t
Longfellow	25134	Then	the	DELETION	END	n	
Longfellow	25300	They	the	DELETION	END	y	
Longfellow	25305	They	the	DELETION	END	y	
Longfellow	25439	he	be	SUBSTITUTION	BEGIN	h	b
Longfellow	25486	to	no	SUBSTITUTION	BEGIN	t	n
Longfellow	25861	as	an	SUBSTITUTION	END	s	n
Longfellow	26081	hand	had	DELETION	END	n	
Longfellow	26214	Then	the	DELETION	END	n	
Longfellow	26405	As	a	DELETION	END	s	
Longfellow	26411	As	a	DELETION	END	s	
Longfellow	26822	is	it	SUBSTITUTION	END	s	t
Longfellow	26832	sob	so	DELETION	END	b	
Longfellow	26857	Then	the	DELETION	END	n	
Longfellow	27763	She	the	SUBSTITUTION	BEGIN	s	t
Longfellow	27844	she	the	SUBSTITUTION	BEGIN	s	t
Longfellow	28046	if	in	SUBSTITUTION	END	f	n
Longfellow	28062	Then	they	SUBSTITUTION	END	n	y
Longfellow	28161	it	at	SUBSTITUTION	BEGIN	i	a
Longfellow	28276	was	as	DELETION	BEGIN	w	
Longfellow	28277	as	a	DELETION	END	s	
Longfellow	28338	As	a	DELETION	END	s	
Longfellow	28770	Then	the	DELETION	END	n	
Longfellow	28967	as	a	DELETION	END	s	
Longfellow	29138	it	is	SUBSTITUTION	END	t	s
Longfellow	29282	In	it	SUBSTITUTION	END	n	t
Longfellow	29377	it	in	SUBSTITUTION	END	t	n
Longfellow	29474	then	the	DELETION	END	n	
Longfellow	29969	He	the	INSERTION	BEGIN		t
Longfellow	30034	Then	the	DELETION	END	n	
Longfellow	30219	Then	the	DELETION	END	n	
Longfellow	30302	It	is	SUBSTITUTION	END	t	s
Longfellow	30363	It	is	SUBSTITUTION	END	t	s
Longfellow	30378	Then	the	DELETION	END	n	
Longfellow	30484	It	is	SUBSTITUTION	END	t	s
Longfellow	30499	Then	they	SUBSTITUTION	END	n	y
Longfellow	31459	then	the	DELETION	END	n	
Longfellow	31760	as	a	DELETION	END	s	
Longfellow	32163	Then	the	DELETION	END	n	
Longfellow	32523	in	it	SUBSTITUTION	END	n	t
Longfellow	32524	it	If	SUBSTITUTION	END	t	f
Longfellow	32563	Kling	klang	SUBSTITUTION	MIDDLE	i	a
Longfellow	32870	wild	wind	SUBSTITUTION	END	l	n
Longfellow	32970	am	an	SUBSTITUTION	END	m	n
Astafiev	59	и	т	SUBSTITUTION	MIDDLE	и	т
Astafiev	60	т	д	SUBSTITUTION	MIDDLE	т	д
Astafiev	148	так	как	SUBSTITUTION	BEGIN	т	к
Astafiev	158	и	т	SUBSTITUTION	MIDDLE	и	т
Astafiev	159	т	п	SUBSTITUTION	MIDDLE	т	п
Astafiev	177	и	в	SUBSTITUTION	MIDDLE	и	в
Astafiev	255	т	е	SUBSTITUTION	MIDDLE	т	е
Astafiev	372	1	15	INSERTION	END		5
Astafiev	383	г	а	SUBSTITUTION	MIDDLE	г	а
Astafiev	432	1	г	SUBSTITUTION	MIDDLE	1	г
Astafiev	497	а	и	SUBSTITUTION	MIDDLE	а	и
Astafiev	498	и	d	SUBSTITUTION	MIDDLE	и	d
Astafiev	499	d	и	SUBSTITUTION	MIDDLE	d	и
Astafiev	546	а	и	SUBSTITUTION	MIDDLE	а	и
Astafiev	547	и	d	SUBSTITUTION	MIDDLE	и	d
Astafiev	562	так	как	SUBSTITUTION	BEGIN	т	к
Astafiev	687	а	и	SUBSTITUTION	MIDDLE	а	и
Astafiev	688	и	d	SUBSTITUTION	MIDDLE	и	d
Astafiev	712	70	80	SUBSTITUTION	BEGIN	7	8
Astafiev	717	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	774	я	в	SUBSTITUTION	MIDDLE	я	в
Astafiev	820	г	в	SUBSTITUTION	MIDDLE	г	в
Astafiev	1020	a	d	SUBSTITUTION	MIDDLE	a	d
Astafiev	1021	d	е	SUBSTITUTION	MIDDLE	d	е
Astafiev	1022	е	к	SUBSTITUTION	MIDDLE	е	к
Astafiev	1326	и	в	SUBSTITUTION	MIDDLE	и	в
Astafiev	1715	те	же	SUBSTITUTION	BEGIN	т	ж
Astafiev	2120	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	2363	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	2436	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	2440	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	2444	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	2455	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	2497	400	500	SUBSTITUTION	BEGIN	4	5
Astafiev	2551	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	2556	г	1	SUBSTITUTION	MIDDLE	г	1
Astafiev	2638	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	2877	100	150	SUBSTITUTION	MIDDLE	0	5
Astafiev	2881	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	2885	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	2890	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	3010	5	г	SUBSTITUTION	MIDDLE	5	г
Astafiev	3120	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	3150	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	3368	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	3372	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	3386	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	3448	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	3532	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	3589	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	3700	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	3715	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	3749	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	3753	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	3757	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	3871	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	3915	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	3919	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	3934	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	4030	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	4035	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	4038	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	4095	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	4143	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	4227	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	4261	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	4443	так	как	SUBSTITUTION	BEGIN	т	к
Astafiev	4590	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	4615	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	4620	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	4652	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	4675	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	4736	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	4739	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	4742	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	4749	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	5054	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	5058	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	5161	100	150	SUBSTITUTION	MIDDLE	0	5
Astafiev	5166	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	5172	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	5175	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	5180	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	5729	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	5782	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	5918	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	6168	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	6231	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	6239	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	6278	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	6325	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	6374	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	6525	200	300	SUBSTITUTION	BEGIN	2	3
Astafiev	6534	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	6744	3	5	SUBSTITUTION	MIDDLE	3	5
Astafiev	6757	2	4	SUBSTITUTION	MIDDLE	2	4
Astafiev	6908	6	8	SUBSTITUTION	MIDDLE	6	8
Astafiev	7075	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	7114	и	2	SUBSTITUTION	MIDDLE	и	2
Astafiev	7238	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	7363	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	7410	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	7482	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	7492	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	7496	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	7547	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	7550	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	7555	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	7726	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	7754	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	7777	и	1	SUBSTITUTION	MIDDLE	и	1
Astafiev	7778	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	7794	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	7844	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	7936	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	7995	1	3	SUBSTITUTION	MIDDLE	1	3
Astafiev	8062	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	8112	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	8253	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	8400	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	8584	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	8628	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	8664	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	8766	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	8825	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	8986	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	8994	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	9003	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	9012	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	9064	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	9132	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	9140	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	9202	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	9768	а	с	SUBSTITUTION	MIDDLE	а	с
Astafiev	9870	и	1	SUBSTITUTION	MIDDLE	и	1
Astafiev	9970	и	в	SUBSTITUTION	MIDDLE	и	в
Astafiev	9983	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	10121	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	10137	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	10245	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	10262	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	10356	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	10362	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	10525	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	10538	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	10544	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	10587	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	10621	и	1	SUBSTITUTION	MIDDLE	и	1
Astafiev	10692	7	9	SUBSTITUTION	MIDDLE	7	9
Astafiev	10769	и	в	SUBSTITUTION	MIDDLE	и	в
Astafiev	10778	и	т	SUBSTITUTION	MIDDLE	и	т
Astafiev	10779	т	д	SUBSTITUTION	MIDDLE	т	д
Astafiev	10860	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	10930	т	е	SUBSTITUTION	MIDDLE	т	е
Astafiev	10948	1	15	INSERTION	END		5
Astafiev	10983	но	не	SUBSTITUTION	END	о	е
Astafiev	11061	1	л	SUBSTITUTION	MIDDLE	1	л
Astafiev	11148	30	40	SUBSTITUTION	BEGIN	3	4
Astafiev	11436	1	л	SUBSTITUTION	MIDDLE	1	л
Astafiev	11518	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	11524	с	2	SUBSTITUTION	MIDDLE	с	2
Astafiev	11525	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	11632	но	не	SUBSTITUTION	END	о	е
Astafiev	11739	она	на	DELETION	BEGIN	о	
Astafiev	11741	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	11750	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	11781	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	11861	и	с	SUBSTITUTION	MIDDLE	и	с
Astafiev	11870	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	11979	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	11985	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	11989	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	12000	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	12004	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	12034	3	л	SUBSTITUTION	MIDDLE	3	л
Astafiev	12099	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	12115	1	л	SUBSTITUTION	MIDDLE	1	л
Astafiev	12287	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	12443	4	6	SUBSTITUTION	MIDDLE	4	6
Astafiev	12546	100	120	SUBSTITUTION	MIDDLE	0	2
Astafiev	12550	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	12555	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	12559	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	12632	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	12925	10	15	SUBSTITUTION	END	0	5
Astafiev	13102	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	13157	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	13285	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	13288	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	13294	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	13345	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	13349	г	2	SUBSTITUTION	MIDDLE	г	2
Astafiev	13350	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	13427	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	13516	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	13745	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	13751	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	13892	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	13895	100	200	SUBSTITUTION	BEGIN	1	2
Astafiev	14074	а	с	SUBSTITUTION	MIDDLE	а	с
Astafiev	14355	но	не	SUBSTITUTION	END	о	е
Astafiev	14568	г	1	SUBSTITUTION	MIDDLE	г	1
Astafiev	14811	4	6	SUBSTITUTION	MIDDLE	4	6
Astafiev	14822	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	14885	и	в	SUBSTITUTION	MIDDLE	и	в
Astafiev	14897	а	на	INSERTION	BEGIN		н
Astafiev	14954	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	14998	а	на	INSERTION	BEGIN		н
Astafiev	15219	и	т	SUBSTITUTION	MIDDLE	и	т
Astafiev	15220	т	д	SUBSTITUTION	MIDDLE	т	д
Astafiev	15226	3	л	SUBSTITUTION	MIDDLE	3	л
Astafiev	15253	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	15281	30	40	SUBSTITUTION	BEGIN	3	4
Astafiev	15299	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	15439	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	15455	30	40	SUBSTITUTION	BEGIN	3	4
Astafiev	15491	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	15574	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	15583	3	л	SUBSTITUTION	MIDDLE	3	л
Astafiev	15637	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	15694	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	15714	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	15774	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	16027	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	16227	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	16230	300	400	SUBSTITUTION	BEGIN	3	4
Astafiev	16234	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	16321	3	5	SUBSTITUTION	MIDDLE	3	5
Astafiev	16345	20	25	SUBSTITUTION	END	0	5
Astafiev	16415	в	1	SUBSTITUTION	MIDDLE	в	1
Astafiev	16427	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	16454	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	16558	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	16600	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	16628	5	8	SUBSTITUTION	MIDDLE	5	8
Astafiev	16670	и	2	SUBSTITUTION	MIDDLE	и	2
Astafiev	16715	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	16875	20	25	SUBSTITUTION	END	0	5
Astafiev	16925	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	16928	100	150	SUBSTITUTION	MIDDLE	0	5
Astafiev	16944	и	в	SUBSTITUTION	MIDDLE	и	в
Astafiev	16953	щи	и	DELETION	BEGIN	щ	
Astafiev	16980	4	6	SUBSTITUTION	MIDDLE	4	6
Astafiev	17012	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	17018	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	17052	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	17071	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	17119	10	15	SUBSTITUTION	END	0	5
Astafiev	17138	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	17273	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	17328	30	40	SUBSTITUTION	BEGIN	3	4
Astafiev	17353	10	15	SUBSTITUTION	END	0	5
Astafiev	17361	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	17372	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	17430	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	17441	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	17452	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	17456	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	17490	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	17511	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	17515	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	17568	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	17592	с	2	SUBSTITUTION	MIDDLE	с	2
Astafiev	17600	10	15	SUBSTITUTION	END	0	5
Astafiev	17615	3	л	SUBSTITUTION	MIDDLE	3	л
Astafiev	17641	3	5	SUBSTITUTION	MIDDLE	3	5
Astafiev	17646	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	17650	150	180	SUBSTITUTION	MIDDLE	5	8
Astafiev	17681	4	6	SUBSTITUTION	MIDDLE	4	6
Astafiev	17785	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	17795	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	17807	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	17856	30	40	SUBSTITUTION	BEGIN	3	4
Astafiev	17920	3	5	SUBSTITUTION	MIDDLE	3	5
Astafiev	17932	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	18067	10	15	SUBSTITUTION	END	0	5
Astafiev	18118	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	18126	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	18164	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	18284	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	18301	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	18358	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	18377	10	15	SUBSTITUTION	END	0	5
Astafiev	18413	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	18416	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	18432	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	18548	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	18600	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	18650	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	18662	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	18669	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	18775	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	18800	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	18855	и	в	SUBSTITUTION	MIDDLE	и	в
Astafiev	18913	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	18922	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	18925	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	18980	4	6	SUBSTITUTION	MIDDLE	4	6
Astafiev	19053	30	40	SUBSTITUTION	BEGIN	3	4
Astafiev	19099	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	19114	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	19211	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	19275	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	19292	1	л	SUBSTITUTION	MIDDLE	1	л
Astafiev	19487	4	6	SUBSTITUTION	MIDDLE	4	6
Astafiev	19498	и	в	SUBSTITUTION	MIDDLE	и	в
Astafiev	19514	и	2	SUBSTITUTION	MIDDLE	и	2
Astafiev	19515	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	19644	и	в	SUBSTITUTION	MIDDLE	и	в
Astafiev	19675	3	л	SUBSTITUTION	MIDDLE	3	л
Astafiev	19740	12	15	SUBSTITUTION	END	2	5
Astafiev	19743	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	19746	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	19850	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	19905	1	л	SUBSTITUTION	MIDDLE	1	л
Astafiev	19908	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	19995	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	20094	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	20113	5	6	SUBSTITUTION	MIDDLE	5	6
Astafiev	20144	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	20188	10	15	SUBSTITUTION	END	0	5
Astafiev	20220	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	20239	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	20296	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	20319	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	20325	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	20367	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	20389	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	20447	20	30	SUBSTITUTION	BEGIN	2	3
Astafiev	20479	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	20486	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	20494	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	20510	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	20514	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	20617	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	20649	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	20749	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	20757	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	20838	10	15	SUBSTITUTION	END	0	5
Astafiev	20843	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	20865	30	35	SUBSTITUTION	END	0	5
Astafiev	20905	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	20993	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	21010	40	50	SUBSTITUTION	BEGIN	4	5
Astafiev	21100	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	21108	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	21114	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	21224	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	21231	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	21275	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	21338	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	21344	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	21360	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	21390	10	15	SUBSTITUTION	END	0	5
Astafiev	21427	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	21431	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	21437	6	8	SUBSTITUTION	MIDDLE	6	8
Astafiev	21441	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	21840	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	21857	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	21866	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	21904	10	15	SUBSTITUTION	END	0	5
Astafiev	21912	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	21915	2	3	SUBSTITUTION	MIDDLE	2	3
Astafiev	21922	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	21928	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	21970	10	15	SUBSTITUTION	END	0	5
Astafiev	21980	их	и	DELETION	END	х	
Astafiev	22022	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	22037	1	2	SUBSTITUTION	MIDDLE	1	2
Astafiev	22049	б	8	SUBSTITUTION	MIDDLE	б	8
Astafiev	22074	г	и	SUBSTITUTION	MIDDLE	г	и
Astafiev	22088	5	7	SUBSTITUTION	MIDDLE	5	7
Astafiev	22154	2	л	SUBSTITUTION	MIDDLE	2	л
Astafiev	22163	40	50	SUBSTITUTION	BEGIN	4	5
Astafiev	22168	40	50	SUBSTITUTION	BEGIN	4	5
Astafiev	22172	3	4	SUBSTITUTION	MIDDLE	3	4
Astafiev	22175	4	5	SUBSTITUTION	MIDDLE	4	5
Astafiev	22188	5	6	SUBSTITUTION	MIDDLE	5	6
