Position	Page	Line	Score	Significance	Discovery	Replication	MetadataBoundary
35940	f112v	5045	0.335410197	NOT_SIGNIFICANT	NO	YES	NONE
35960	f112v	5047	0.536190265	NOT_SIGNIFICANT	NO	YES	NONE
35980	f112v	5049	0.304138127	NOT_SIGNIFICANT	NO	YES	NONE
36000	f112v	5051	0.086602540	NOT_SIGNIFICANT	NO	YES	NONE
36020	f112v	5053	0.565685425	NOT_SIGNIFICANT	NO	YES	NONE
36040	f112v	5055	1.074709263	P95	NO	YES	NONE
36060	f112v	5057	0.628490254	NOT_SIGNIFICANT	NO	YES	PAGE
36080	f113r	5059	0.287228132	NOT_SIGNIFICANT	NO	YES	PAGE
36100	f113r	5061	0.463680925	NOT_SIGNIFICANT	NO	YES	NONE
36120	f113r	5063	0.618465844	NOT_SIGNIFICANT	NO	YES	NONE
36140	f113r	5064	1.025914226	P95	NO	YES	NONE
36160	f113r	5066	0.396862697	NOT_SIGNIFICANT	NO	YES	NONE
36180	f113r	5068	0.928708781	P95	NO	YES	NONE
36200	f113r	5069	0.657647322	NOT_SIGNIFICANT	NO	YES	NONE
36220	f113r	5071	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
36240	f113r	5073	0.339116499	NOT_SIGNIFICANT	NO	YES	NONE
36260	f113r	5075	0.708872344	NOT_SIGNIFICANT	NO	YES	NONE
36280	f113r	5077	0.200000000	NOT_SIGNIFICANT	NO	YES	NONE
36300	f113r	5079	0.180277564	NOT_SIGNIFICANT	NO	YES	NONE
36320	f113r	5082	0.512347538	NOT_SIGNIFICANT	NO	YES	NONE
36340	f113r	5084	1.164044673	P99	NO	YES	NONE
36360	f113r	5085	1.004987562	P95	NO	YES	NONE
36380	f113r	5087	1.050000000	P95	NO	YES	NONE
36400	f113r	5089	0.833666600	NOT_SIGNIFICANT	NO	YES	NONE
36420	f113r	5091	0.463680925	NOT_SIGNIFICANT	NO	YES	NONE
36440	f113r	5093	0.616441400	NOT_SIGNIFICANT	NO	YES	NONE
36460	f113r	5096	0.350000000	NOT_SIGNIFICANT	NO	YES	NONE
36480	f113r	5097	0.308220700	NOT_SIGNIFICANT	NO	YES	NONE
36500	f113r	5099	0.367423461	NOT_SIGNIFICANT	NO	YES	NONE
36520	f113r	5101	0.961769203	P95	NO	YES	NONE
36540	f113r	5103	0.675628236	NOT_SIGNIFICANT	NO	YES	NONE
36560	f113r	5105	0.322525019	NOT_SIGNIFICANT	NO	YES	NONE
36580	f113r	5107	1.046422477	P95	NO	YES	PAGE
36600	f113v	5109	0.908295106	NOT_SIGNIFICANT	NO	YES	PAGE
36620	f113v	5110	0.736545993	NOT_SIGNIFICANT	NO	YES	NONE
36640	f113v	5112	0.287228132	NOT_SIGNIFICANT	NO	YES	NONE
36660	f113v	5115	0.556776436	NOT_SIGNIFICANT	NO	YES	NONE
36680	f113v	5116	0.759934208	NOT_SIGNIFICANT	NO	YES	NONE
36700	f113v	5118	0.229128785	NOT_SIGNIFICANT	NO	YES	NONE
36720	f113v	5120	0.364005494	NOT_SIGNIFICANT	NO	YES	NONE
36740	f113v	5122	0.517204022	NOT_SIGNIFICANT	NO	YES	NONE
36760	f113v	5124	0.304138127	NOT_SIGNIFICANT	NO	YES	NONE
36780	f113v	5126	0.913783344	NOT_SIGNIFICANT	NO	YES	NONE
36800	f113v	5127	0.963068014	P95	NO	YES	NONE
36820	f113v	5129	0.752034430	NOT_SIGNIFICANT	NO	YES	NONE
36840	f113v	5131	0.954230467	P95	NO	YES	NONE
36860	f113v	5133	0.731436942	NOT_SIGNIFICANT	NO	YES	NONE
36880	f113v	5136	0.403112887	NOT_SIGNIFICANT	NO	YES	NONE
36900	f113v	5137	0.606217783	NOT_SIGNIFICANT	NO	YES	NONE
36920	f113v	5139	0.710633520	NOT_SIGNIFICANT	NO	YES	NONE
36940	f113v	5141	0.466368953	NOT_SIGNIFICANT	NO	YES	NONE
36960	f113v	5143	0.403112887	NOT_SIGNIFICANT	NO	YES	NONE
36980	f113v	5145	0.327871926	NOT_SIGNIFICANT	NO	YES	NONE
37000	f113v	5147	1.412444689	P99	NO	YES	NONE
37020	f113v	5149	0.318395607	NOT_SIGNIFICANT	NO	YES	NONE
37040	f113v	5151	0.664471510	NOT_SIGNIFICANT	NO	YES	NONE
37060	f113v	5153	0.522015325	NOT_SIGNIFICANT	NO	YES	NONE
37080	f113v	5156	0.450000000	NOT_SIGNIFICANT	NO	YES	NONE
37100	f113v	5157	0.418330013	NOT_SIGNIFICANT	NO	YES	PAGE
37120	f114r	5159	0.360555128	NOT_SIGNIFICANT	NO	YES	PAGE
37140	f114r	5162	0.728010989	NOT_SIGNIFICANT	NO	YES	NONE
37160	f114r	5163	1.124722188	P95	NO	YES	NONE
37180	f114r	5166	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
37200	f114r	5168	0.141421356	NOT_SIGNIFICANT	NO	YES	NONE
37220	f114r	5170	0.427200187	NOT_SIGNIFICANT	NO	YES	NONE
37240	f114r	5172	0.532937508	NOT_SIGNIFICANT	NO	YES	NONE
37260	f114r	5173	1.081213387	P95	NO	YES	NONE
37280	f114r	5176	0.324037035	NOT_SIGNIFICANT	NO	YES	NONE
37300	f114r	5177	0.312249900	NOT_SIGNIFICANT	NO	YES	NONE
37320	f114r	5180	1.085126721	P95	NO	YES	NONE
37340	f114r	5181	1.060660172	P95	NO	YES	NONE
37360	f114r	5183	0.524404424	NOT_SIGNIFICANT	NO	YES	NONE
37380	f114r	5185	0.987420883	P95	NO	YES	NONE
37400	f114r	5187	0.212132034	NOT_SIGNIFICANT	NO	YES	NONE
37420	f114r	5189	0.215577162	NOT_SIGNIFICANT	NO	YES	NONE
37440	f114r	5190	0.656866435	NOT_SIGNIFICANT	NO	YES	NONE
37460	f114r	5192	0.940744386	P95	NO	YES	NONE
37480	f114r	5194	0.387298335	NOT_SIGNIFICANT	NO	YES	NONE
37500	f114r	5196	0.781024968	NOT_SIGNIFICANT	NO	YES	NONE
37520	f114r	5198	0.642261629	NOT_SIGNIFICANT	NO	YES	NONE
37540	f114r	5200	1.520690633	P99	NO	YES	NONE
37560	f114r	5202	1.070046728	P95	NO	YES	PAGE
37580	f114v	5204	0.438748219	NOT_SIGNIFICANT	NO	YES	PAGE
37600	f114v	5206	0.593717104	NOT_SIGNIFICANT	NO	YES	NONE
37620	f114v	5208	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
37640	f114v	5210	0.492442890	NOT_SIGNIFICANT	NO	YES	NONE
37660	f114v	5213	0.206155281	NOT_SIGNIFICANT	NO	YES	NONE
37680	f114v	5214	0.158113883	NOT_SIGNIFICANT	NO	YES	NONE
37700	f114v	5217	0.487339717	NOT_SIGNIFICANT	NO	YES	NONE
37720	f114v	5219	1.080509139	P95	NO	YES	NONE
37740	f114v	5222	0.524404424	NOT_SIGNIFICANT	NO	YES	NONE
37760	f114v	5224	1.128051417	P95	NO	YES	NONE
37780	f114v	5226	1.784656830	P99	NO	YES	NONE
37800	f114v	5229	0.187082869	NOT_SIGNIFICANT	NO	YES	NONE
37820	f114v	5231	0.659545298	NOT_SIGNIFICANT	NO	YES	NONE
37840	f114v	5233	0.158113883	NOT_SIGNIFICANT	NO	YES	NONE
37860	f114v	5235	0.206155281	NOT_SIGNIFICANT	NO	YES	NONE
37880	f114v	5237	0.259807621	NOT_SIGNIFICANT	NO	YES	NONE
37900	f114v	5239	0.282842712	NOT_SIGNIFICANT	NO	YES	NONE
37920	f114v	5241	1.008712050	P95	NO	YES	NONE
37940	f114v	5243	1.320037878	P99	NO	YES	PAGE
37960	f115r	5245	0.234520788	NOT_SIGNIFICANT	NO	YES	PAGE
37980	f115r	5247	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
38000	f115r	5249	0.339116499	NOT_SIGNIFICANT	NO	YES	NONE
38020	f115r	5251	0.608276253	NOT_SIGNIFICANT	NO	YES	NONE
38040	f115r	5252	1.077032961	P95	NO	YES	NONE
38060	f115r	5254	0.738241153	NOT_SIGNIFICANT	NO	YES	HAND
38080	f115r	5256	0.390512484	NOT_SIGNIFICANT	NO	YES	HAND
38100	f115r	5258	0.550000000	NOT_SIGNIFICANT	NO	YES	NONE
38120	f115r	5260	0.772981242	NOT_SIGNIFICANT	NO	YES	NONE
38140	f115r	5262	0.956556323	P95	NO	YES	NONE
38160	f115r	5264	0.563471383	NOT_SIGNIFICANT	NO	YES	NONE
38180	f115r	5265	0.507444578	NOT_SIGNIFICANT	NO	YES	NONE
38200	f115r	5267	0.366090683	NOT_SIGNIFICANT	NO	YES	NONE
38220	f115r	5269	0.221189145	NOT_SIGNIFICANT	NO	YES	NONE
38240	f115r	5270	0.928708781	P95	NO	YES	NONE
38260	f115r	5273	0.418330013	NOT_SIGNIFICANT	NO	YES	NONE
38280	f115r	5275	0.712390342	NOT_SIGNIFICANT	NO	YES	NONE
38300	f115r	5276	0.612372436	NOT_SIGNIFICANT	NO	YES	NONE
38320	f115r	5279	0.254950976	NOT_SIGNIFICANT	NO	YES	NONE
38340	f115r	5281	0.384057287	NOT_SIGNIFICANT	NO	YES	NONE
38360	f115r	5283	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
38380	f115r	5286	0.158113883	NOT_SIGNIFICANT	NO	YES	NONE
38400	f115r	5287	0.132287566	NOT_SIGNIFICANT	NO	YES	PAGE
38420	f115v	5290	1.111305539	P95	NO	YES	PAGE
38440	f115v	5292	1.422146265	P99	NO	YES	NONE
38460	f115v	5294	0.659545298	NOT_SIGNIFICANT	NO	YES	NONE
38480	f115v	5296	0.308220700	NOT_SIGNIFICANT	NO	YES	NONE
38500	f115v	5299	0.522015325	NOT_SIGNIFICANT	NO	YES	NONE
38520	f115v	5301	1.053565375	P95	NO	YES	NONE
38540	f115v	5303	0.415331193	NOT_SIGNIFICANT	NO	YES	NONE
38560	f115v	5305	1.269842510	P99	NO	YES	NONE
38580	f115v	5307	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
38600	f115v	5309	0.184319052	NOT_SIGNIFICANT	NO	YES	NONE
38620	f115v	5312	0.404996775	NOT_SIGNIFICANT	NO	YES	NONE
38640	f115v	5314	0.519615242	NOT_SIGNIFICANT	NO	YES	NONE
38660	f115v	5316	0.312249900	NOT_SIGNIFICANT	NO	YES	NONE
38680	f115v	5318	1.061838029	P95	NO	YES	NONE
38700	f115v	5320	0.550000000	NOT_SIGNIFICANT	NO	YES	NONE
38720	f115v	5323	0.989949494	P95	NO	YES	NONE
38740	f115v	5325	0.474341649	NOT_SIGNIFICANT	NO	YES	NONE
38760	f115v	5327	0.150000000	NOT_SIGNIFICANT	NO	YES	NONE
38780	f115v	5329	0.832165849	NOT_SIGNIFICANT	NO	YES	NONE
38800	f115v	5331	0.427200187	NOT_SIGNIFICANT	NO	YES	PAGE
38820	f116r	5334	1.167261753	P99	NO	YES	PAGE
38840	f116r	5335	0.234520788	NOT_SIGNIFICANT	NO	YES	NONE
38860	f116r	5337	0.193649167	NOT_SIGNIFICANT	NO	YES	NONE
38880	f116r	5339	1.075417309	P95	NO	YES	NONE
38900	f116r	5341	0.285435655	NOT_SIGNIFICANT	NO	YES	NONE
38920	f116r	5343	0.784219357	NOT_SIGNIFICANT	NO	YES	NONE
38940	f116r	5345	0.324037035	NOT_SIGNIFICANT	NO	YES	NONE
38960	f116r	5346	0.364005494	NOT_SIGNIFICANT	NO	YES	NONE
38980	f116r	5349	0.380788655	NOT_SIGNIFICANT	NO	YES	NONE
39000	f116r	5351	0.229128785	NOT_SIGNIFICANT	NO	YES	NONE
39020	f116r	5352	0.710633520	NOT_SIGNIFICANT	NO	YES	NONE
39040	f116r	5353	0.415331193	NOT_SIGNIFICANT	NO	YES	NONE
39060	f116r	5355	0.335410197	NOT_SIGNIFICANT	NO	YES	NONE
39080	f116r	5356	0.484767986	NOT_SIGNIFICANT	NO	YES	NONE
39100	f116r	5358	0.536190265	NOT_SIGNIFICANT	NO	YES	NONE
39120	f116r	5360	0.396862697	NOT_SIGNIFICANT	NO	YES	NONE
39140	f116r	5362	0.691013748	NOT_SIGNIFICANT	NO	YES	NONE
39160	f116r	5363	0.522015325	NOT_SIGNIFICANT	NO	YES	NONE
39180	f116r	5365	0.424264069	NOT_SIGNIFICANT	NO	YES	NONE
39200	f116r	5367	0.508942421	NOT_SIGNIFICANT	NO	YES	NONE
39220	f116r	5369	0.649285194	NOT_SIGNIFICANT	NO	YES	NONE
39240	f116r	5370	0.353553391	NOT_SIGNIFICANT	NO	YES	NONE
39260	f116r	5372	0.335410197	NOT_SIGNIFICANT	NO	YES	NONE
39280	f116r	5374	0.273861279	NOT_SIGNIFICANT	NO	YES	NONE
39300	f116r	5376	0.438748219	NOT_SIGNIFICANT	NO	YES	NONE
39320	f116r	5377	0.796868873	NOT_SIGNIFICANT	NO	YES	NONE
39340	f116r	5380	0.269258240	NOT_SIGNIFICANT	NO	YES	NONE
39360	f116r	5382	0.736545993	NOT_SIGNIFICANT	NO	YES	PAGE
